resource_name,assignment_ids
Resource 0,291;218;45;109;38;42;132;238;85;306;168;271;304;108;82;194;78;323;326;153;0;189
Resource 1,92;213;266;70;97;288;76;104;4;286;258;53;206;321;73;59;7;106;224;18;66;231
Resource 2,135;60;228;180;136;181;300;77;32;185;264;166;186;64;83;5;248;210;276;236;255;223
Resource 3,165;1;147;118;28;253;125;267;74;51;94;91;27;295;157;120;315;298;169;48;90;61
Resource 4,222;232;111;305;133;289;216;88;322;23;294;103;98;311;149;16;152;320;167;197;158;75
Resource 5,233;172;122;107;41;297;193;188;110;145;44;171;138;308;126;261;254;179;21;141;195;100
Resource 6,24;275;26;177;249;302;40;89;84;115;178;96;2;272;142;191;121;124;316;127;256;162
Resource 7,317;221;35;34;270;219;269;257;140;319;278;19;68;211;227;260;117;170;105;46;128;217
Resource 8,15;176;20;187;325;202;250;259;33;17;279;292;55;146;163;49;201;192;56;281;241;265
Resource 9,101;240;14;154;309;247;151;307;69;80;50;190;130;203;11;79;31;293;310;243;22;212
Resource 10,242;208;285;328;175;25;29;239;220;134;273;246;54;81;198;230;182;72;207;226;155;280
Resource 11,144;327;164;290;314;52;3;36;235;150;139;318;62;262;137;277;8;12;214;200;112;252
Resource 12,129;199;93;116;183;148;58;234;47;284;244;30;274;63;184;86;65;299;160;6;159;324
Resource 13,263;71;131;251;114;9;113;301;161;229;282;204;196;37;99;287;43;102;57;95;245;312
Resource 14,119;39;143;209;283;174;268;237;156;173;215;303;123;13;10;296;67;87;313;205;225
