resource_name,assignment_ids
Resource 0,367;65;209;310;85;142;183;231;17;254;371;345;296;191;34;374;380;243;369;136;63;392;3;223
Resource 1,262;12;110;395;45;309;189;216;337;55;204;357;246;165;280;89;386;284;240;225;83;147;305;311
Resource 2,149;261;47;208;375;233;229;199;174;125;119;215;41;218;16;359;124;190;131;67;381;78;333;155
Resource 3,318;327;88;73;287;68;111;384;182;266;57;249;180;257;247;195;54;123;66;277;255;188;232;169
Resource 4,393;341;151;126;158;329;141;82;267;60;94;385;90;19;355;120;175;279;352;49;163;146;107;167
Resource 5,40;173;276;319;32;347;210;160;378;51;192;203;306;379;38;132;212;11;22;96;372;148;217;43
Resource 6,13;177;282;172;164;80;315;48;33;275;112;303;181;244;24;241;342;25;186;207;198;224;286;105
Resource 7,14;364;171;130;98;368;166;42;156;332;97;9;69;176;344;185;362;271;115;308;373;301;39
Resource 8,228;323;346;35;265;26;79;312;394;307;290;219;159;325;272;360;75;397;193;328;320;270;74
Resource 9,150;116;294;46;21;87;76;91;349;200;50;93;187;299;361;137;336;388;366;104;127;356;194
Resource 10,302;285;317;291;31;382;118;6;222;62;221;102;313;365;292;135;178;370;138;321;298;324;170
Resource 11,154;7;206;389;5;92;20;113;59;36;289;363;251;8;213;335;242;214;58;348;330;338;29
Resource 12,128;264;86;30;252;162;300;238;161;134;274;27;281;239;2;236;220;205;334;340;202;28;106
Resource 13,250;61;100;71;354;109;258;226;117;70;108;114;358;278;259;133;64;103;235;304;253;353;144
Resource 14,283;256;269;52;391;314;230;316;245;293;139;387;152;273;339;295;99;376;260;263;122;390;37
Resource 15,121;201;237;377;288;168;129;95;179;322;227;145;53;77;84;153;197;72;211;18;23;297;248
Resource 16,1;81;196;140;343;15;396;331;44;0;143;157;234;56;268;10;4;383;326;184;350;351;101
