resource_name,assignment_ids
Resource 0,24;77;41;119;16;114;126
Resource 1,33;96;89;10;105;113;42
Resource 2,30;6;88;54;21;65;60
Resource 3,34;128;85;99;72;15;37
Resource 4,36;70;76;82;106;11;17
Resource 5,22;73;39;130;111;68;103
Resource 6,23;59;20;118;53;26;98
Resource 7,40;5;81;8;94;12;109
Resource 8,55;4;75;116;127;14;51
Resource 9,38;123;69;0;1;13;2
Resource 10,67;87;93;86;122;56;44
Resource 11,47;100;61;50;97;101;120
Resource 12,95;64;90;19;91;74;102
Resource 13,46;107;104;28;7;117;25
Resource 14,129;62;108;66;83;43;79
Resource 15,48;52;121;58;110;18;29
Resource 16,84;32;112;3;71;57;31
Resource 17,125;80;124;49;35;63
Resource 18,45;115;78;92;27;9
