id,hours,start,duration
0,50,0,5
1,54,0,5
2,831,0,83
3,202,0,20
4,600,0,60
5,151,0,15
6,67,0,6
7,189,0,18
8,69,0,6
9,427,0,42
10,65,0,6
11,51,0,5
12,83,0,8
13,132,0,13
14,56,0,5
15,50,5,5
16,58,0,5
17,886,0,88
18,55,0,5
19,52,0,5
20,367,0,36
21,176,0,17
22,93,20,9
23,194,0,19
24,630,5,63
25,886,0,88
26,318,0,31
27,82,0,8
28,128,0,12
29,191,0,19
30,62,0,6
31,55,15,5
32,134,0,13
33,343,0,34
34,137,0,13
35,71,13,7
36,53,20,5
37,53,20,5
38,71,0,7
39,922,0,92
40,87,0,8
41,76,8,7
42,54,0,5
43,78,68,7
44,85,0,8
45,87,0,8
46,254,0,25
47,251,0,25
48,219,0,21
49,145,0,14
50,178,5,17
51,80,0,8
52,60,0,6
53,69,6,6
54,279,6,27
55,366,0,36
56,55,0,5
57,778,0,77
58,71,0,7
59,329,0,32
60,89,32,8
61,226,0,22
62,135,0,13
63,51,13,5
64,113,0,11
65,71,5,7
66,136,0,13
67,147,5,14
68,110,0,11
69,138,0,13
70,97,13,9
71,558,13,55
72,96,0,9
73,58,25,5
74,329,20,32
75,53,60,5
76,245,65,24
77,431,0,43
78,50,0,5
79,98,0,9
80,66,82,6
81,60,88,6
82,52,83,5
83,76,88,7
84,61,88,6
85,90,0,9
86,58,0,5
87,262,68,26
88,52,68,5
89,50,94,5
90,67,99,6
91,108,105,10
92,243,36,24
93,149,46,14
94,51,5,5
95,211,0,21
96,68,36,6
97,189,0,18
98,77,0,7
99,185,0,18
100,200,18,20
101,50,0,5
102,83,0,8
103,61,115,6
104,128,5,12
105,180,0,18
106,141,32,14
107,179,46,17
108,209,34,20
109,639,54,63
110,186,54,18
111,56,0,5
112,107,0,10
113,52,0,5
114,53,0,5
115,146,19,14
116,271,105,27
117,199,0,19
118,101,19,10
119,128,29,12
120,96,0,9
121,50,68,5
122,130,99,13
123,159,15,15
124,184,88,18
125,136,30,13
126,111,43,11
127,250,9,25
128,80,9,8
129,78,25,7
130,120,5,12
131,410,121,41
132,50,94,5
133,236,88,23
134,352,0,35
135,233,35,23
136,50,58,5
137,766,63,76
138,60,58,6
139,141,58,14
140,203,58,20
141,64,78,6
142,78,78,7
143,50,58,5
144,82,63,8
145,429,78,42
146,52,120,5
147,947,31,94
148,51,125,5
149,182,125,18
150,304,109,30
151,376,139,37
152,280,111,28
153,77,139,7
154,273,139,27
155,52,6,5
156,50,88,5
157,550,77,55
158,59,132,5
159,337,137,33
160,98,137,9
161,162,154,16
162,112,154,11
163,230,0,23
164,50,23,5
165,51,54,5
166,81,77,8
167,60,176,6
168,62,182,6
169,220,182,22
170,151,176,15
171,53,176,5
172,90,72,9
173,200,81,20
174,52,85,5
175,426,90,42
176,521,94,52
177,57,90,5
178,52,95,5
179,232,72,23
180,320,100,32
181,130,132,13
182,145,145,14
183,153,145,15
184,117,159,11
185,56,170,5
186,178,100,17
187,99,121,9
188,108,117,10
189,174,159,17
190,76,176,7
191,53,145,5
192,58,150,5
193,178,150,17
194,74,150,7
195,51,183,5
196,141,40,14
197,116,54,11
198,51,65,5
199,52,65,5
200,196,70,19
201,174,170,17
202,110,89,11
203,115,89,11
204,219,63,21
205,174,95,17
206,579,112,57
207,50,176,5
208,224,169,22
209,194,191,19
210,107,191,10
211,124,191,12
212,293,203,29
213,184,232,18
214,749,250,74
215,128,324,12
216,92,250,9
217,110,232,11
218,61,243,6
219,54,324,5
220,619,250,61
221,134,298,13
222,83,311,8
223,719,311,71
224,215,382,21
225,214,250,21
226,666,271,66
227,178,271,17
228,401,117,40
229,67,117,6
230,248,117,24
231,106,147,10
232,915,157,91
233,85,157,8
234,61,123,6
235,107,113,10
236,70,141,7
237,236,123,23
238,107,148,10
239,294,158,29
240,258,133,25
241,282,157,28
242,220,185,22
243,302,207,30
244,318,237,31
245,54,237,5
246,189,185,18
247,62,203,6
248,699,209,69
249,52,209,5
250,98,209,9
251,240,218,24
252,103,242,10
253,120,218,12
254,50,242,5
255,75,247,7
256,1130,247,113
257,66,242,6
258,465,278,46
259,94,324,9
260,607,333,60
261,185,218,18
262,120,218,12
263,231,230,23
264,60,230,6
265,61,230,6
266,369,187,36
267,244,223,24
268,350,247,35
269,157,282,15
270,50,282,5
271,87,183,8
272,191,191,19
273,60,99,6
274,277,127,27
275,54,154,5
276,197,159,19
277,385,333,38
278,261,178,26
279,406,204,40
280,50,244,5
281,72,249,7
282,174,178,17
283,150,195,15
284,57,178,5
285,52,244,5
286,156,311,15
287,88,207,8
288,353,215,35
289,112,215,11
290,157,250,15
291,237,204,23
292,51,282,5
293,333,287,33
294,50,320,5
295,92,287,9
296,201,276,20
297,183,287,18
298,104,324,10
299,92,19,9
300,114,259,11
301,72,146,7
302,574,153,57
303,661,210,66
304,50,210,5
305,108,0,10
306,50,244,5
307,51,46,5
308,83,153,8
309,232,249,23
310,91,360,9
311,50,271,5
312,78,36,7
313,69,43,6
314,296,215,29
315,60,5,6
316,50,336,5
317,98,59,9
