resource_name,assignment_ids
Resource 0,151;241;27;40;105;175;37;57;134;103;67;7;92;32;47;12;125;84
Resource 1,182;4;13;19;17;206;77;200;139;218;216;117;75;115;48;163;238;22
Resource 2,143;70;55;237;9;208;25;149;213;188;118;204;234;90;159;211;69;114
Resource 3,119;1;121;10;226;66;24;86;171;214;29;212;201;53;210;129;161;141
Resource 4,79;186;2;176;34;193;116;229;192;179;61;50;190;225;140;42;157;224
Resource 5,198;97;131;220;174;15;72;130;146;156;137;155;173;74;195;82;3;18
Resource 6,222;219;73;152;23;54;243;110;135;5;127;124;60;91;227;35;194;232
Resource 7,185;168;80;167;43;183;148;87;44;154;109;122;89;83;0;100;85
Resource 8,235;31;133;59;126;189;38;99;65;181;170;111;191;180;136;202;56
Resource 9,223;33;203;199;113;52;58;98;76;68;215;145;239;209;20;217;169
Resource 10,107;236;81;142;51;187;132;166;94;177;88;231;108;21;71;150;172
Resource 11,228;104;62;64;39;178;16;158;197;221;162;123;244;30;230;45;36
Resource 12,8;128;96;153;106;46;78;41;240;63;95;28;160;196;112;207;26
Resource 13,184;93;102;11;14;242;205;138;165;164;49;147;6;144;101;120;233
