resource_name,assignment_ids
Resource 0,16;252;217;161;35;283;195;28;166;74;33;99;256;5;86;276;138;2;286;8;159;295
Resource 1,183;250;265;239;80;240;271;168;200;170;94;254;281;231;243;279;155;31;136;91;160;230
Resource 2,43;0;98;41;103;165;249;7;23;182;248;109;176;10;46;77;131;218;226;133;22;13
Resource 3,246;69;18;273;221;73;137;90;64;1;54;232;205;39;208;45;52;186;59;132;110;206
Resource 4,130;174;156;106;118;223;19;149;47;211;162;234;201;264;122;135;115;268;238;219;190;58
Resource 5,144;257;158;177;3;148;63;300;185;270;258;244;220;184;203;278;92;245;105;163;207;84
Resource 6,12;157;298;175;197;87;196;100;79;24;236;85;44;93;42;153;187;267;272;66;192;290
Resource 7,126;154;233;26;284;36;67;37;30;21;9;112;171;29;179;266;199;164;6;145;71
Resource 8,150;38;40;288;78;134;111;60;178;180;193;169;70;141;189;173;53;215;32;242;260
Resource 9,55;48;121;263;224;88;25;228;120;107;191;251;181;235;82;62;34;76;119;262;143
Resource 10,139;247;225;140;102;123;299;229;14;125;237;194;17;116;282;151;172;101;89;104;56
Resource 11,50;292;213;293;81;129;227;214;124;147;255;261;117;294;68;210;209;296;20;253;188
Resource 12,95;51;27;97;128;297;202;127;142;241;287;146;167;259;49;152;15;269;83;57;216
Resource 13,277;222;113;212;280;4;204;291;96;274;65;61;285;72;289;11;75;198;114;275;108
