resource_name,assignment_ids
Resource 0,258;230;248;462;66;308;334;213;450;445;472;151;451;80;390;131;288;269;43;46;125;322;226;240;22;443;200;481;428;174;295
Resource 1,411;150;88;127;362;227;104;83;56;52;37;16;299;253;211;19;239;294;85;15;359;479;336;212;464;442;86;317;116;275;36
Resource 2,23;414;117;42;168;202;0;195;378;289;401;405;386;100;160;407;312;458;341;247;475;287;64;183;314;109;140;24;418;30;139
Resource 3,441;358;67;426;164;348;436;304;96;373;157;154;107;155;412;219;297;404;320;210;265;229;45;44;149;480;351;423;169;123;285
Resource 4,302;111;372;331;284;103;251;40;246;152;357;81;282;128;453;377;71;272;344;326;252;303;173;471;429;353;293;469;141;206;476
Resource 5,171;433;328;20;147;487;201;35;409;55;361;57;108;371;394;161;266;53;1;132;355;98;162;97;153;199;99;309;228;350;182
Resource 6,181;311;485;223;263;346;158;259;165;122;192;323;129;484;214;374;235;261;221;13;337;465;94;78;61;137;455;335;338;354;91
Resource 7,70;440;28;7;102;167;11;278;343;89;218;3;110;402;216;327;177;388;300;385;467;32;194;382;410;134;75;424;477;422;72
Resource 8,250;241;236;38;6;175;270;271;486;325;185;400;448;397;231;189;222;209;9;203;406;260;417;180;277;198;319;438;279;449;41
Resource 9,106;238;156;478;395;439;93;384;313;281;315;432;324;112;73;215;398;4;245;237;431;307;79;193;257;264;255;136;391;290;268
Resource 10,286;380;318;408;434;59;437;463;50;101;427;26;76;368;244;34;460;146;392;204;468;2;474;14;366;39;95;170;367;430
Resource 11,166;142;489;208;135;370;60;421;138;126;459;84;90;130;77;82;363;352;121;298;292;65;316;452;49;187;347;446;375;242
Resource 12,482;69;291;115;179;63;262;321;114;54;333;381;340;466;17;124;143;330;306;369;274;12;454;33;120;419;197;48;447;25
Resource 13,420;184;387;92;186;234;190;456;113;444;21;176;105;379;220;232;249;345;58;332;393;243;365;159;376;87;389;233;29;225
Resource 14,488;364;301;205;413;342;254;360;51;172;296;47;5;310;62;280;276;305;74;415;68;8;399;191;145;133;119;283;425;356
Resource 15,224;163;148;383;461;18;178;144;396;27;217;207;435;329;31;118;339;483;470;457;403;416;188;473;273;256;10;267;349;196
