resource_name,assignment_ids
Resource 0,186;57;15;4;254;260;301;235;38;17;156;193;34;134;238;131;246;259;39;194;321;84;227;139
Resource 1,79;190;22;163;171;237;273;117;99;298;296;323;223;153;65;58;311;274;16;304;71;160;188;90
Resource 2,113;28;91;293;234;116;11;96;26;204;208;140;107;307;158;228;269;61;189;294;230;217;308;98
Resource 3,128;200;108;36;276;219;313;263;291;32;97;27;72;178;292;67;182;299;127;167;41;135;70;314
Resource 4,121;325;12;282;203;43;148;216;159;29;30;328;312;100;149;258;150;103;225;222;327;206;212;64
Resource 5,151;94;331;305;59;207;280;0;60;143;66;248;169;62;326;224;253;52;251;154;177;138;76;14
Resource 6,45;184;272;47;146;110;290;105;300;288;19;162;199;106;53;68;24;85;21;165;126;172;240;133
Resource 7,82;129;330;231;221;239;310;102;309;80;264;136;322;242;111;318;152;8;95;245;168;54;74;275
Resource 8,244;213;130;120;268;104;7;306;214;176;141;270;183;170;316;320;215;161;256;33;271;35;262;243
Resource 9,132;89;236;205;257;114;226;75;278;267;124;220;197;185;42;119;44;283;164;250;115;155;10;37
Resource 10,211;187;192;63;118;50;181;122;233;142;232;202;319;3;249;86;297;266;281;31;324;92;174
Resource 11,147;317;179;93;69;123;1;329;18;210;73;101;286;49;180;55;51;277;2;144;81;261;109
Resource 12,198;145;20;6;209;295;315;78;252;40;157;87;247;56;166;83;285;265;229;77;201;195;13
Resource 13,284;48;289;25;88;46;112;196;287;303;302;175;9;173;23;218;137;191;125;279;5;241;255
