resource_name,assignment_ids
Resource 0,126;51;200;103;177;66;218;226;121;225;109;190;67;132;183;223;158;29
Resource 1,111;55;135;91;72;162;36;199;215;192;42;130;25;205;12;107;28;145
Resource 2,9;30;150;139;114;69;82;142;105;64;167;202;153;160;21;189;148;144
Resource 3,20;182;163;110;104;180;168;185;221;100;24;83;47;70;41;44;193;169
Resource 4,87;186;23;125;166;0;213;49;58;98;34;152;119;219;123;159;2;7
Resource 5,13;147;220;196;46;60;63;140;74;129;17;40;93;113;127;187;133;229
Resource 6,57;73;194;165;75;32;11;65;184;204;18;85;97;102;174;14;101;38
Resource 7,96;68;19;212;56;149;176;154;161;195;79;106;86;62;35;211;4;16
Resource 8,27;120;146;203;122;151;217;173;164;61;1;156;84;95;171;50;26;188
Resource 9,33;54;216;178;37;201;118;143;43;134;6;124;224;52;8;157;5;15
Resource 10,181;116;155;78;22;94;197;198;99;136;112;179;108;90;228;172;3
Resource 11,59;131;214;89;141;45;191;92;117;175;210;71;227;138;10;207;208
Resource 12,230;80;48;76;137;222;170;209;128;31;53;39;206;115;77;81;88
