resource_name,assignment_ids
Resource 0,232;273;137;267;294;219;54;100;193;80;158;67;191;154;188;192;180;159;142;265;238;92;301;150
Resource 1,226;107;155;50;6;181;250;24;44;61;118;165;104;185;93;279;276;39;12;156;275;210;83;35
Resource 2,36;280;95;290;175;282;261;8;162;214;51;233;78;0;109;15;73;172;213;199;171;170;72;234
Resource 3,110;43;207;46;285;111;254;53;47;59;147;94;243;31;9;129;220;182;121;187;270;306;196;60
Resource 4,2;269;132;176;228;116;7;103;3;212;96;224;125;163;262;264;217;37;13;126;56;240;69;197
Resource 5,198;79;200;152;27;246;138;227;230;30;258;114;38;166;251;272;102;249;208;283;286;296;85;277
Resource 6,139;115;32;201;205;141;145;206;309;161;281;241;203;22;307;21;295;178;252;308;34;135;133;20
Resource 7,117;11;221;237;298;189;91;87;65;223;123;101;128;57;291;86;62;153;119;190;136;260;88;194
Resource 8,113;183;19;77;218;293;14;173;164;131;1;76;195;184;256;263;70;42;146;40;75;99;66;248
Resource 9,186;151;122;289;305;215;235;167;90;148;89;26;149;209;134;204;10;216;310;259;143;229;81;25
Resource 10,168;106;49;239;144;140;160;41;97;105;169;266;225;48;299;257;157;236;63;253;71;297;74;4
Resource 11,303;211;127;64;98;58;33;302;82;68;268;288;202;45;112;16;52;247;23;300;174;108;245;28
Resource 12,84;222;18;29;242;287;292;179;271;255;177;130;244;55;120;17;231;274;284;278;124;304;5
