resource_name,assignment_ids
Resource 0,120;298;292;188;22;132;28;2;135;75;128;121;250;81;307;51;64;103;389;76;100;174
Resource 1,107;170;327;385;65;133;129;379;267;124;315;104;324;283;52;159;310;287;3;130;63;381
Resource 2,239;319;363;80;212;380;111;0;154;303;155;236;98;362;153;67;25;118;169;316;352;355
Resource 3,266;40;171;60;136;57;368;4;44;48;134;13;259;143;38;32;331;43;74;278;247;270
Resource 4,221;229;77;177;388;180;37;145;344;58;356;112;45;49;373;36;238;214;108;256;383;279
Resource 5,326;216;20;322;157;269;102;30;230;289;218;195;242;370;213;161;15;142;220;70;6;18
Resource 6,21;34;160;146;225;167;374;184;93;253;248;334;321;99;302;313;377;329;354;358;261;314
Resource 7,196;272;127;234;186;147;46;8;33;273;31;281;359;126;84;297;95;187;240;35;53;109
Resource 8,17;252;222;151;332;284;215;337;305;243;116;87;251;382;19;79;71;24;85;378;208;224
Resource 9,204;348;158;7;265;50;226;62;290;86;152;260;249;113;275;148;189;223;91;190;232;66
Resource 10,325;346;101;246;295;286;182;328;301;257;309;318;201;364;192;78;172;55;92;16;244;131
Resource 11,366;150;106;139;276;119;23;1;178;299;317;387;175;349;277;291;308;375;205;365;123;149
Resource 12,168;5;241;330;386;258;12;54;198;371;27;285;351;69;144;9;140;183;89;345;200
Resource 13,228;320;335;41;207;271;357;231;90;88;125;210;338;262;42;191;342;245;73;202;209
Resource 14,185;333;197;233;361;179;293;323;68;10;254;341;163;211;312;340;29;26;300;156;165
Resource 15,199;194;115;162;280;376;11;82;72;288;263;203;235;306;343;97;164;353;274;181;141
Resource 16,117;384;264;110;372;311;206;114;268;61;360;47;39;227;96;176;350;296;83;166;255
Resource 17,282;217;367;122;369;14;347;304;137;219;138;237;59;173;105;294;94;193;339;336;56
