id,hours,start,duration
0,252,0,25
1,132,0,13
2,50,0,5
3,512,5,51
4,1722,0,172
5,77,0,7
6,113,7,11
7,54,0,5
8,165,0,16
9,214,0,21
10,50,0,5
11,205,0,20
12,56,0,5
13,50,0,5
14,67,172,6
15,55,0,5
16,71,0,7
17,66,7,6
18,90,0,9
19,359,20,35
20,129,0,12
21,50,5,5
22,118,21,11
23,53,0,5
24,74,5,7
25,50,0,5
26,62,172,6
27,60,178,6
28,85,0,8
29,227,8,22
30,383,9,38
31,87,0,8
32,421,0,42
33,79,55,7
34,216,62,21
35,356,83,35
36,50,0,5
37,261,0,26
38,131,0,13
39,159,83,15
40,213,98,21
41,136,119,13
42,99,132,9
43,51,119,5
44,101,119,10
45,50,119,5
46,227,178,22
47,113,141,11
48,185,152,18
49,53,152,5
50,563,170,56
51,579,170,57
52,55,227,5
53,390,232,39
54,115,0,11
55,1199,11,119
56,121,200,12
57,52,11,5
58,550,232,55
59,178,287,17
60,499,304,49
61,149,290,14
62,297,304,29
63,426,353,42
64,71,395,7
65,279,402,27
66,100,429,10
67,74,429,7
68,85,304,8
69,137,312,13
70,80,325,8
71,145,333,14
72,55,333,5
73,92,333,9
74,363,333,36
75,130,353,13
76,55,353,5
77,159,1,15
78,292,16,29
79,240,20,24
80,54,11,5
81,85,5,8
82,58,119,5
83,180,429,18
84,94,325,9
85,51,334,5
86,225,402,22
87,56,312,5
88,130,317,13
89,62,429,6
90,354,435,35
91,52,330,5
92,69,335,6
93,222,341,22
94,52,363,5
95,341,341,34
96,60,341,6
97,54,395,5
98,50,395,5
99,50,400,5
100,76,400,7
101,52,400,5
102,1501,405,150
103,54,405,5
104,126,410,12
105,169,422,16
106,283,405,28
107,87,335,8
108,411,342,41
109,468,343,46
110,182,341,18
111,262,433,26
112,394,459,39
113,78,339,7
