resource_name,assignment_ids
Resource 0,284;268;263;240;188;3;297;366;361;68;15;315;145;267;72;164;229;165;278;135
Resource 1,204;129;162;37;299;9;81;344;132;350;312;133;39;357;340;5;252;253;365;348
Resource 2,115;168;372;246;261;71;265;248;19;75;317;53;16;123;345;106;154;61;249;156
Resource 3,194;122;307;137;56;373;25;239;219;255;121;30;23;184;104;254;58;130;152;8
Resource 4,264;362;76;93;170;306;178;355;147;300;160;144;243;250;213;179;11;363;201;111
Resource 5,180;266;173;287;78;59;370;316;195;343;256;354;336;193;12;216;283;1;186;46
Resource 6,99;127;220;85;63;346;159;169;325;4;328;371;45;110;296;375;203;66;158;303
Resource 7,293;103;36;101;313;277;120;28;342;182;230;87;32;84;273;47;238;288;150;163
Resource 8,332;302;62;57;330;259;42;356;146;275;108;236;301;86;209;118;0;96;60;91
Resource 9,29;282;18;155;92;324;148;364;95;175;100;149;353;102;52;214;258;226;20;189
Resource 10,38;143;192;116;185;161;329;14;41;77;270;351;27;157;112;285;134;33;208;98
Resource 11,183;21;199;187;377;151;223;64;73;352;119;174;269;241;341;190;131;326;7;48
Resource 12,280;44;308;80;54;242;40;218;319;279;318;26;88;205;107;124;369;109;376;207
Resource 13,90;197;210;69;244;117;272;257;67;125;338;35;295;17;43;196;10;232;305;347
Resource 14,166;231;323;304;276;292;310;314;224;83;225;31;260;141;215;211;138;222;291;6
Resource 15,227;228;235;335;136;49;97;234;24;167;286;320;172;359;290;65;153;114;274;358
Resource 16,13;321;245;200;113;289;198;217;22;294;360;322;309;221;333;51;50;105;281;262
Resource 17,311;89;349;337;171;212;251;126;177;176;82;237;374;298;202;271;142;339;247
Resource 18,2;334;233;331;74;368;34;55;367;327;191;206;79;70;128;139;181;94;140
