resource_name,assignment_ids
Resource 0,124;106;279;24;270;30;113;355;311;323;148;327;303;254;358;5;179;97;129;411;160;259;253;235;234;281;188;312;214;222;46;7;103;297;301;331;120;203
Resource 1,117;224;258;59;137;296;208;177;350;99;283;383;195;57;410;128;194;267;356;229;306;88;309;324;319;183;210;305;285;342;255;89;123;109;299;386;261;354
Resource 2,165;134;163;18;196;392;85;110;3;26;126;294;313;380;371;393;149;104;382;39;79;93;35;150;105;91;407;34;111;250;246;116;343;333;341;204;98;288
Resource 3,75;401;212;364;94;220;119;330;10;335;132;360;155;233;349;168;336;202;154;201;339;308;326;146;263;370;45;164;107;27;72;329;314;295;63;289;141;376
Resource 4,131;366;1;58;395;328;31;244;200;230;37;374;337;206;90;377;223;47;96;49;372;158;213;241;80;361;125;55;403;243;87;345;390;29;71;211;67;43
Resource 5,265;284;162;277;228;388;399;138;257;81;180;287;95;318;153;51;198;140;315;276;351;190;151;187;156;293;378;135;170;100;23;157;15;385;347;209;273;44
Resource 6,320;182;108;64;412;101;4;193;365;340;185;278;219;145;252;12;169;40;260;334;114;73;353;316;290;310;65;215;172;19;363;41;221;271;112;159;282;175
Resource 7,144;369;191;167;302;266;178;379;32;83;322;86;147;238;402;77;199;264;166;373;397;268;344;181;143;300;232;317;174;42;60;413;142;389;13;400;48;225
Resource 8,14;404;218;346;286;205;242;152;38;359;33;394;173;16;387;68;139;53;291;121;184;292;325;367;122;133;231;408;70;368;28;226;207;21;2;274;127
Resource 9,92;197;357;338;11;130;62;262;76;406;176;192;115;307;298;352;248;304;237;391;375;216;256;239;61;82;50;118;171;321;69;25;236;66;251;245;247
Resource 10,280;381;78;384;52;189;396;9;249;240;161;409;269;275;74;102;0;54;398;17;332;362;8;20;348;405;6;36;136;22;84;217;186;272;227;56;414
