predecessor_id,successor_id,type
157,165,1
157,167,1
0,36,3
0,153,0
0,42,3
0,109,1
0,148,1
1,156,1
1,100,1
176,177,1
176,181,3
2,67,1
3,119,3
4,82,1
84,94,1
84,95,1
84,180,1
5,82,1
118,177,1
118,119,1
118,181,1
118,178,3
6,7,1
6,89,3
6,145,3
181,187,1
8,47,1
8,125,3
8,148,1
9,155,0
9,10,1
11,151,3
11,85,0
11,26,1
11,115,0
11,45,1
31,99,0
31,56,1
12,90,3
13,137,1
13,103,1
51,125,1
14,133,3
15,117,0
15,79,1
15,55,1
97,179,1
97,178,1
16,126,1
16,167,1
18,179,1
18,94,1
18,58,1
17,103,1
17,18,1
19,31,0
86,150,1
20,170,1
188,189,0
39,127,3
182,183,1
21,89,1
21,125,0
22,35,1
22,126,1
23,90,0
23,186,0
24,134,1
24,138,1
24,46,1
24,148,1
108,170,1
108,167,1
160,161,1
25,163,1
25,140,1
27,116,3
27,144,3
139,141,1
139,140,1
103,142,1
28,142,3
28,70,1
29,175,1
30,89,1
30,130,1
30,31,1
32,80,1
161,189,1
161,162,1
140,174,1
33,34,1
33,104,3
33,133,1
121,123,1
121,143,1
121,122,3
35,174,1
163,166,3
36,72,1
36,132,1
70,137,3
70,79,3
70,154,1
37,164,1
37,48,1
38,39,3
75,152,1
71,72,3
71,111,1
40,101,1
41,175,1
42,127,1
43,94,1
44,157,1
44,120,1
173,174,1
156,157,1
156,184,1
156,164,1
115,117,1
115,116,1
115,130,1
115,175,1
88,170,3
88,90,1
63,99,1
45,46,1
45,107,1
45,95,1
45,65,1
45,110,3
146,147,1
146,186,1
147,183,1
101,110,1
141,142,1
81,144,1
81,169,3
47,117,1
47,151,1
62,100,1
62,63,0
64,83,3
64,107,1
64,183,1
64,126,3
158,159,1
102,103,0
129,163,0
69,71,1
69,73,3
69,70,3
152,153,3
123,170,1
123,184,1
123,124,0
125,126,1
125,127,3
49,55,1
49,107,1
109,178,1
89,164,0
50,51,3
52,162,1
127,137,1
127,164,1
127,169,1
127,173,1
159,160,1
159,163,1
53,128,1
53,153,1
53,99,1
54,160,1
128,185,0
128,170,1
128,129,1
128,134,1
90,147,3
144,146,1
144,151,1
144,145,1
144,148,3
144,171,3
72,129,1
55,129,3
55,159,0
55,136,3
107,132,1
107,108,1
107,112,0
107,109,1
136,137,1
136,149,3
179,180,3
117,118,1
117,170,1
120,128,0
120,121,1
120,125,1
73,74,1
73,75,1
73,76,3
180,182,1
180,185,3
180,181,1
65,166,1
65,67,3
65,66,1
56,121,1
56,155,1
56,67,1
130,131,1
130,186,1
85,91,1
85,101,0
85,107,1
85,86,1
85,87,0
85,89,3
85,88,1
76,82,0
166,187,1
185,186,1
77,98,1
77,101,1
77,153,1
77,78,1
57,114,1
57,84,0
57,108,1
58,95,0
187,188,1
171,173,0
171,172,3
133,158,1
91,92,3
59,179,1
59,128,0
59,60,1
149,150,3
151,152,1
151,168,3
151,179,1
79,105,1
79,180,0
167,168,1
167,169,1
92,180,1
92,153,1
92,118,3
92,134,1
92,94,1
92,93,1
61,62,1
61,64,1
61,95,3
61,65,3
68,77,1
68,127,3
68,69,3
80,156,1
80,81,1
80,98,1
82,83,1
82,84,0
82,85,1
95,183,1
95,178,1
174,181,1
132,154,1
132,138,3
132,133,1
96,177,1
96,97,1
96,107,3
134,189,3
134,135,1
134,136,1
98,155,1
98,119,1
138,139,1
138,172,1
99,186,1
99,107,1
143,149,1
143,144,1
143,164,3
100,101,1
100,162,3
100,102,3
100,148,1
100,139,1
104,185,0
105,149,0
105,172,3
154,158,1
154,155,1
154,156,1
106,118,3
106,149,1
106,107,1
170,171,1
175,176,1
175,178,1
175,179,1
175,184,0
110,111,1
110,169,1
110,112,1
113,114,1
113,120,1
113,132,1
113,115,3
