predecessor_id,successor_id,type
87,88,1
0,110,3
0,113,1
1,40,3
45,46,0
45,74,3
2,63,0
2,106,1
4,17,1
4,106,1
101,103,1
101,109,1
3,4,0
3,38,1
3,107,1
3,47,1
5,19,3
24,48,1
24,111,1
23,25,1
23,24,1
23,99,1
6,46,1
6,81,1
6,8,1
6,79,1
92,93,1
7,37,1
66,108,3
66,67,1
8,94,1
8,52,1
8,47,1
13,84,1
13,28,0
13,62,3
82,83,1
73,74,1
9,29,1
78,81,3
78,94,1
78,79,1
78,80,1
37,96,1
37,105,1
37,38,1
56,100,1
43,63,1
17,53,1
111,112,0
10,108,1
10,105,1
49,50,1
11,84,0
25,89,1
53,54,1
93,110,1
12,20,0
12,81,1
12,13,1
14,46,1
14,93,1
15,34,1
15,91,3
16,17,0
16,42,1
16,52,0
69,70,1
18,50,1
18,29,1
19,105,1
19,99,1
19,89,1
19,58,1
98,113,1
35,42,0
20,21,3
20,33,1
99,108,1
99,103,1
102,105,1
102,107,3
80,109,0
80,86,1
103,104,3
22,23,3
75,94,1
75,76,1
75,104,1
26,55,1
26,80,3
27,31,0
27,87,1
27,69,3
40,44,1
40,41,1
90,96,1
47,103,0
47,68,3
42,43,1
42,64,3
42,100,1
30,105,1
30,53,3
30,75,1
74,92,1
74,75,1
74,90,3
38,108,1
91,92,1
91,99,1
28,31,1
28,74,1
28,48,1
29,30,1
29,52,1
105,106,1
32,99,1
41,42,1
107,108,1
62,63,1
62,64,1
52,53,1
52,87,1
52,71,1
52,60,0
34,90,3
34,48,1
34,79,0
34,35,3
44,45,1
44,47,1
81,84,1
81,106,1
81,82,0
55,57,1
55,56,1
51,75,1
51,52,1
51,55,1
51,61,1
33,34,3
33,47,1
50,51,0
57,58,1
36,46,1
36,88,1
36,89,1
36,37,1
68,69,1
39,40,1
39,72,1
84,85,0
86,87,0
86,89,3
86,90,1
86,95,0
86,91,3
65,68,1
65,104,0
65,66,1
48,97,1
48,49,3
48,67,3
59,106,0
59,65,3
59,60,1
59,62,1
59,61,1
59,80,1
77,105,1
77,78,1
94,95,1
94,107,1
96,99,1
96,97,0
96,98,3
71,83,3
72,77,1
72,100,1
72,73,1
100,101,3
100,102,1
110,111,1
