resource_name,assignment_ids
Resource 0,108;46;31;15;22;62;25;103;64
Resource 1,94;17;110;81;2;52;119;12;113
Resource 2,118;60;26;95;96;85;35;6;43
Resource 3,57;104;80;1;55;91;41;0;44
Resource 4,4;56;58;70;88;45;37;115;67
Resource 5,7;111;93;50;106;63;92;34;127
Resource 6,11;5;19;89;29;3;8;90;68
Resource 7,13;83;33;116;30;78;24;101;72
Resource 8,73;126;105;28;20;14;97;102
Resource 9,87;125;54;86;23;10;112;48
Resource 10,114;109;47;120;66;42;21;100
Resource 11,39;49;124;69;18;32;121;74
Resource 12,84;99;53;123;40;82;51;76
Resource 13,75;65;122;117;27;98;71;61
Resource 14,9;77;79;38;107;59;36;16
