predecessor_id,successor_id,type
0,107,3
1,98,1
1,81,1
1,107,1
1,44,3
2,16,0
19,20,0
19,21,3
31,102,1
3,11,1
3,37,1
3,114,1
4,76,1
118,119,1
118,120,1
42,56,3
5,64,1
6,66,1
6,92,3
6,85,3
7,22,1
8,90,1
8,121,1
8,104,3
8,111,1
8,106,0
8,44,1
9,51,1
101,102,1
10,70,1
10,110,1
10,117,1
38,56,1
78,86,1
78,85,1
78,116,1
47,127,0
12,34,1
12,64,1
12,36,3
79,81,1
13,20,1
13,95,1
13,60,1
20,107,0
14,15,1
14,82,1
14,22,1
14,103,1
14,39,0
16,122,1
17,84,0
17,73,1
18,19,1
18,22,1
18,33,1
21,60,1
21,32,1
58,65,3
58,59,3
105,111,3
105,114,3
105,106,1
105,107,1
40,122,1
40,44,1
40,56,1
40,101,1
83,84,3
83,124,1
83,102,3
80,110,1
73,104,1
25,26,1
23,99,1
23,63,1
23,72,1
23,77,1
84,85,1
24,34,1
24,33,0
24,39,1
24,25,0
97,100,3
27,35,3
27,93,1
27,101,1
77,78,3
77,79,1
77,92,1
77,80,1
44,96,1
53,100,1
53,63,0
53,87,1
28,122,1
98,125,1
98,99,1
29,96,1
93,111,1
93,94,1
30,31,1
30,42,1
32,48,0
126,127,0
64,66,0
64,121,1
64,65,0
35,127,1
35,56,3
33,57,1
33,40,1
33,97,1
68,116,1
68,69,0
51,71,1
117,121,1
117,126,1
117,118,3
117,123,3
121,122,1
34,126,1
34,35,1
61,74,1
61,65,1
61,93,1
92,93,1
92,102,1
92,108,1
36,82,0
36,60,0
37,38,1
37,44,1
39,125,3
39,54,1
39,40,1
41,72,1
41,42,1
43,102,1
43,118,1
43,44,3
81,82,0
45,56,1
46,66,1
46,47,1
46,69,1
69,125,1
48,94,1
48,49,1
48,81,1
48,109,3
108,122,3
108,109,1
50,51,1
55,123,1
88,89,1
88,117,1
52,53,1
52,71,0
54,55,1
54,93,0
54,102,1
54,74,1
56,102,1
70,102,1
82,116,3
82,83,1
82,110,1
86,122,1
62,116,3
62,101,1
89,123,1
89,98,3
89,90,1
89,106,1
89,91,3
57,62,1
57,114,1
57,58,1
109,124,1
109,110,3
60,115,1
60,61,1
60,62,1
100,103,1
100,101,1
111,112,3
111,113,1
103,105,1
103,104,3
103,108,1
63,64,0
87,88,1
67,68,1
67,70,1
114,116,0
71,105,3
72,73,1
116,117,3
124,126,1
124,125,3
74,75,3
91,104,3
91,92,0
76,87,1
76,77,1
95,98,1
95,96,1
95,115,1
95,97,3
