resource_name,assignment_ids
Resource 0,69;79;238;273;189;172;243;158;228;34;12;109;119;162;206;231;204;161;94;171;175;239;237;285;22;258;75;268;180
Resource 1,234;156;41;80;100;61;53;276;49;252;123;286;3;170;58;187;64;52;131;253;140;132;266;42;68;111;263;167;240
Resource 2,71;147;212;4;251;191;86;120;192;277;115;143;112;124;57;18;45;148;160;82;205;183;33;118;78;26;164;176;185
Resource 3,188;63;95;138;39;283;85;195;126;196;122;221;36;103;149;84;152;55;216;48;282;16;83;106;25;56;44;5;20
Resource 4,193;113;259;272;19;190;40;222;181;246;130;270;278;77;37;65;17;30;269;105;72;121;257;220;218;150;11;136;28
Resource 5,128;144;73;202;199;275;254;88;107;146;93;261;255;178;101;43;194;23;245;224;142;98;137;174;233;264;154;89;210
Resource 6,92;110;135;50;117;244;66;177;7;29;201;226;267;1;114;227;27;81;13;217;215;60;186;9;157;0;163;203;59
Resource 7,248;104;125;271;76;179;96;91;31;165;262;90;32;35;169;139;280;54;279;70;260;6;236;21;74;47;235;214
Resource 8,247;87;274;207;213;2;151;219;155;97;116;232;208;173;38;133;141;197;153;249;99;284;8;168;256;10;24;129
Resource 9,230;134;242;102;229;209;250;15;241;67;182;166;225;159;265;51;127;46;145;223;62;14;211;108;198;281;200;184
