id,hours,start,duration
0,182,0,18
1,127,0,12
2,68,0,6
3,159,0,15
4,176,0,17
5,262,0,26
6,217,0,21
7,186,0,18
8,288,0,28
9,336,0,33
10,314,0,31
11,303,0,30
12,166,0,16
13,945,0,94
14,168,0,16
15,58,16,5
16,56,0,5
17,61,5,6
18,74,0,7
19,331,33,33
20,65,0,6
21,345,0,34
22,51,0,5
23,296,0,29
24,52,0,5
25,271,0,27
26,53,0,5
27,81,0,8
28,255,0,25
29,216,0,21
30,343,0,34
31,1258,0,125
32,115,0,11
33,55,0,5
34,96,0,9
35,75,9,7
36,542,0,54
37,146,0,14
38,334,0,33
39,72,0,7
40,574,0,57
41,75,0,7
42,54,0,5
43,164,0,16
44,57,6,5
45,50,0,5
46,106,6,10
47,212,16,21
48,83,0,8
49,66,0,6
50,288,0,28
51,97,0,9
52,55,8,5
53,195,0,19
54,92,0,9
55,611,0,61
56,59,0,5
57,866,0,86
58,364,86,36
59,69,0,6
60,50,0,5
61,230,0,23
62,465,0,46
63,93,0,9
64,59,0,5
65,183,0,18
66,181,0,18
67,688,11,68
68,62,16,6
69,97,22,9
70,58,22,5
71,209,0,20
72,50,0,5
73,56,5,5
74,199,0,19
75,308,0,30
76,78,0,7
77,50,0,5
78,447,79,44
79,141,0,14
80,74,14,7
81,748,0,74
82,130,0,13
83,51,13,5
84,62,0,6
85,93,6,9
86,141,15,14
87,213,66,21
88,733,0,73
89,62,67,6
90,53,0,5
91,749,8,74
92,50,82,5
93,267,5,26
94,72,0,7
95,885,0,88
96,294,88,29
97,217,9,21
98,206,0,20
99,157,20,15
100,69,0,6
101,239,6,23
102,122,18,12
103,83,0,8
104,241,4,24
105,65,123,6
106,71,0,7
107,70,7,7
108,512,0,51
109,58,0,5
110,298,0,29
111,135,29,13
112,53,0,5
113,59,5,5
114,156,51,15
115,87,51,8
116,190,0,19
117,75,7,7
118,66,14,6
119,461,14,46
120,208,0,20
121,661,20,66
122,212,0,21
123,236,0,23
124,140,23,14
125,774,0,77
126,89,0,8
127,399,0,39
128,163,0,16
129,116,18,11
130,403,0,40
131,50,16,5
132,144,0,14
133,114,0,11
134,125,11,12
135,51,34,5
136,84,0,8
137,78,46,7
138,419,0,41
139,326,0,32
140,78,0,7
141,165,0,16
142,152,0,15
143,86,0,8
144,52,0,5
145,369,0,36
146,243,0,24
147,184,30,18
148,82,0,8
149,256,0,25
150,59,0,5
151,52,23,5
152,56,28,5
153,101,33,10
154,50,21,5
155,143,0,14
156,63,12,6
157,70,0,7
158,362,7,36
159,52,6,5
160,160,11,16
161,102,0,10
162,256,15,25
163,665,33,66
164,164,0,16
165,57,16,5
166,144,0,14
167,60,36,6
168,241,42,24
169,590,0,59
170,155,0,15
171,676,9,67
172,53,73,5
173,50,73,5
174,80,20,8
175,127,0,12
176,71,8,7
177,82,86,8
178,149,94,14
179,273,0,27
180,155,0,15
181,112,0,11
182,58,37,5
183,108,42,10
184,651,5,65
185,246,15,24
186,94,0,9
187,168,9,16
188,233,27,23
189,376,37,37
190,129,74,12
191,113,75,11
192,94,0,9
