resource_name,assignment_ids
Resource 0,53;136;153;123;55;29;79;287;70;37;426;49;328;156;323;414;95;112;111;415;399;203;420;91;214;65;113;172;12;140;295
Resource 1,139;145;417;1;269;130;375;161;14;108;4;270;394;132;56;230;228;354;150;389;242;271;189;180;259;342;200;254;406;100;169
Resource 2,407;401;313;117;245;272;346;142;102;78;216;219;0;404;233;77;244;157;71;146;41;220;185;324;6;240;247;397;223;165;302
Resource 3,73;208;263;50;109;215;178;334;114;147;82;261;279;57;248;338;239;366;129;305;392;253;379;387;360;317;125;320;311;175;255
Resource 4,301;351;357;118;241;232;359;218;59;333;395;17;62;298;39;85;32;380;236;237;276;258;363;413;121;151;310;207;393;299;149
Resource 5,10;190;251;273;339;168;89;213;103;19;137;398;211;416;316;148;309;51;58;411;81;402;421;66;171;99;27;134;234;124;374
Resource 6,76;231;345;291;206;410;229;425;304;256;69;22;238;197;195;23;307;329;15;285;44;424;141;36;260;194;325;312;170;162;300
Resource 7,386;18;250;252;225;257;92;286;265;80;341;212;409;308;34;326;396;107;390;116;347;408;373;332;369;64;72;356;365;405
Resource 8,61;48;60;160;423;296;412;119;155;127;222;187;327;381;101;131;30;16;68;267;306;25;266;322;352;3;122;35;42;174
Resource 9,364;284;143;40;98;343;67;294;45;106;318;277;164;388;377;179;75;167;355;128;382;264;368;94;74;403;183;9;340;372
Resource 10,361;24;290;349;176;144;46;205;159;86;47;350;297;224;283;201;199;280;331;235;262;7;385;158;126;26;210;268;192;13
Resource 11,362;383;246;177;163;400;105;33;21;38;166;88;5;97;182;84;120;335;8;93;422;319;344;209;87;43;367;135;133;11
Resource 12,110;83;202;138;20;289;315;243;204;96;217;391;191;186;154;418;54;90;282;173;321;278;188;184;419;303;384;353;274;193
Resource 13,249;370;221;181;275;293;104;288;2;337;152;330;227;348;358;52;31;196;28;371;281;314;63;336;226;378;376;115;292;198
