resource_name,assignment_ids
Resource 0,61;431;163;238;350;164;437;464;187;21;87;4;318;216;441;346;439;269;136;355;58;178;35;364;408;256;227
Resource 1,433;67;272;254;225;420;375;400;42;180;126;347;337;262;188;75;60;324;266;13;114;125;409;153;368;455;458
Resource 2,31;84;211;418;209;352;385;454;389;354;25;406;329;185;449;47;138;201;93;167;106;192;219;436;247;228;233
Resource 3,470;199;218;370;369;63;360;85;160;341;328;32;412;151;359;460;279;315;76;1;128;12;430;419;18;319;15
Resource 4,313;399;278;83;215;387;100;331;435;239;55;287;333;293;404;273;109;271;68;314;207;8;432;86;395;39;196
Resource 5,226;429;56;191;82;402;16;197;415;237;223;49;282;71;398;122;244;34;103;235;19;181;14;221;381;213;250
Resource 6,229;294;101;97;152;321;304;367;107;472;434;194;248;300;452;295;236;303;200;386;317;23;193;374;424;288
Resource 7,111;117;214;289;183;405;451;62;46;40;80;98;382;150;393;257;438;366;281;141;195;372;390;446;0;299
Resource 8,258;459;448;208;277;140;95;113;363;129;471;334;325;276;308;210;90;121;175;260;358;396;74;394;380;118
Resource 9,323;9;190;26;166;110;268;466;52;168;335;189;332;231;356;263;251;137;203;94;336;302;339;91;133;230
Resource 10,373;259;371;81;376;465;307;353;309;414;362;403;245;105;388;139;124;252;123;383;292;410;232;296;255;422
Resource 11,70;274;30;38;158;41;20;162;65;411;108;148;51;184;50;33;116;156;443;275;322;291;134;425;242;135
Resource 12,249;457;155;312;469;204;198;468;44;243;212;179;365;397;127;444;445;264;177;426;2;131;205;310;102;447
Resource 13,345;253;265;174;161;286;165;202;461;6;413;391;159;78;240;88;442;220;349;186;57;428;176;456;344;222
Resource 14,64;132;348;301;297;361;48;407;357;379;206;463;28;462;392;440;3;384;29;285;11;427;467;342;157;154
Resource 15,377;306;104;224;241;10;246;171;37;421;338;17;142;340;283;146;5;172;330;54;169;36;112;320;453;327
Resource 16,72;147;280;53;182;69;416;378;173;351;59;170;326;130;417;96;217;79;305;99;115;45;119;89;290;27
Resource 17,24;401;298;92;22;267;145;270;343;261;423;143;316;311;450;149;473;77;144;73;120;284;234;7;66;43
