resource_name,assignment_ids
Resource 0,95;59;115;110;97;93;80;20;68;107
Resource 1,96;2;33;54;109;91;16;36;83;9
Resource 2,92;23;102;13;7;26;8;12;38;28
Resource 3,89;90;42;98;108;64;104;99;43;25
Resource 4,34;44;4;52;49;74;0;3;112;50
Resource 5,67;1;69;79;58;41;22;30;55;35
Resource 6,117;78;84;27;81;37;14;24;77;70
Resource 7,46;19;62;65;111;21;82;31;94;116
Resource 8,71;39;18;60;32;105;29;5;86;15
Resource 9,56;57;53;61;45;72;87;48;88;47
Resource 10,40;73;76;101;66;63;114;113;103
Resource 11,6;75;106;11;17;100;85;51;10
