resource_name,assignment_ids
Resource 0,66;74;13;22;140;169;146;89;12;164;192;180;110;86
Resource 1,130;93;3;84;120;23;127;159;109;76;172;70;111;119
Resource 2,154;45;175;96;44;147;32;92;38;29;14;149;90;73
Resource 3,91;18;179;139;11;121;71;85;10;176;103;61;50;141
Resource 4,170;182;191;105;37;68;113;94;171;33;165;35;97;72
Resource 5,162;114;132;46;47;150;181;1;69;136;187;60;174;157
Resource 6,7;144;143;116;190;0;131;52;25;31;78;98;129;99
Resource 7,64;122;59;155;82;177;30;26;55;184;107;53;185;118
Resource 8,124;115;167;135;20;63;15;125;58;65;42;43;161;137
Resource 9,62;142;2;123;156;168;151;28;19;40;6;4;54;178
Resource 10,41;48;104;56;8;36;145;88;117;81;21;183;106;24
Resource 11,188;166;128;133;158;100;134;163;138;77;67;5;80
Resource 12,51;83;79;112;108;160;101;152;27;173;126;186;102
Resource 13,34;87;153;49;57;9;189;95;39;75;17;148;16
