id,hours,start,duration
0,77,0,7
1,51,0,5
2,310,0,31
3,307,0,30
4,50,0,5
5,656,0,65
6,194,0,19
7,106,0,10
8,123,0,12
9,131,0,13
10,52,0,5
11,528,0,52
12,134,0,13
13,141,0,14
14,51,0,5
15,57,0,5
16,176,0,17
17,167,0,16
18,53,0,5
19,318,0,31
20,94,0,9
21,61,0,6
22,50,0,5
23,86,0,8
24,120,0,12
25,355,0,35
26,100,0,10
27,53,9,5
28,59,0,5
29,130,0,13
30,58,0,5
31,57,0,5
32,62,0,6
33,454,6,45
34,118,0,11
35,146,0,14
36,65,0,6
37,575,0,57
38,393,0,39
39,109,0,10
40,332,0,33
41,961,0,96
42,522,0,52
43,252,0,25
44,206,25,20
45,123,0,12
46,404,12,40
47,773,0,77
48,62,0,6
49,51,1,5
50,229,6,22
51,156,0,15
52,73,0,7
53,86,52,8
54,140,31,14
55,254,0,25
56,50,96,5
57,360,101,36
58,70,0,7
59,53,25,5
60,1009,0,100
61,721,100,72
62,234,51,23
63,53,74,5
64,54,0,5
65,469,0,46
66,50,0,5
67,394,5,39
68,82,0,8
69,50,0,5
70,55,13,5
71,114,0,11
72,50,0,5
73,66,8,6
74,688,14,68
75,62,82,6
76,276,0,27
77,137,27,13
78,58,0,5
79,56,5,5
80,646,10,64
81,120,0,12
82,52,0,5
83,136,0,13
84,60,13,6
85,83,0,8
86,50,0,5
87,63,10,6
88,52,11,5
89,67,74,6
90,73,0,7
91,50,0,5
92,75,0,7
93,356,0,35
94,375,0,37
95,187,0,18
96,117,18,11
97,110,18,11
98,574,29,57
99,124,29,12
100,331,86,33
101,435,18,43
102,55,61,5
103,52,61,5
104,77,61,7
105,64,0,6
106,80,119,8
107,275,5,27
108,150,32,15
109,1205,0,120
110,408,32,40
111,345,127,34
112,54,0,5
113,62,5,6
114,64,0,6
115,144,52,14
116,71,66,7
117,125,61,12
118,106,73,10
119,131,0,13
120,103,35,10
121,229,0,22
122,80,35,8
123,85,43,8
124,65,0,6
125,376,5,37
126,70,0,7
127,146,12,14
128,382,40,38
129,52,26,5
130,207,5,20
131,231,5,23
132,77,25,7
133,55,52,5
134,174,25,17
135,111,51,11
136,77,62,7
137,55,74,5
138,50,79,5
139,57,84,5
140,59,101,5
141,359,82,35
142,898,117,89
143,157,0,15
144,96,15,9
145,116,0,11
146,173,0,17
147,210,7,21
148,54,17,5
149,103,28,10
150,632,38,63
151,90,38,9
152,506,101,50
153,184,151,18
154,405,151,40
155,80,101,8
156,50,104,5
157,594,151,59
158,64,210,6
159,537,210,53
160,58,263,5
161,162,37,16
162,70,28,7
163,204,7,20
164,99,14,9
165,410,100,41
166,61,62,6
167,221,62,22
168,404,44,40
169,114,68,11
170,52,0,5
171,70,0,7
172,212,0,21
173,53,74,5
174,52,74,5
175,55,25,5
176,64,24,6
177,283,30,28
178,68,30,6
179,80,68,8
180,73,109,7
181,155,101,15
182,304,176,30
183,122,206,12
184,86,141,8
185,61,141,6
186,80,141,8
187,56,141,5
188,63,141,6
189,337,146,33
190,62,179,6
191,50,179,5
192,244,146,24
193,50,170,5
194,59,175,5
195,95,138,9
196,110,138,11
197,51,161,5
198,529,179,52
199,104,11,10
200,178,21,17
201,152,0,15
202,164,15,16
203,199,31,19
204,131,84,13
205,97,50,9
206,430,59,43
207,106,15,10
208,384,96,38
209,229,169,22
210,51,191,5
211,522,196,52
212,191,169,19
213,72,188,7
214,237,188,23
215,62,195,6
216,427,196,42
217,56,238,5
218,56,186,5
219,175,191,17
220,236,191,23
221,182,211,18
222,79,216,7
223,50,218,5
224,515,223,51
225,71,223,7
226,198,211,19
227,102,220,10
228,194,230,19
229,103,239,10
230,61,230,6
231,69,236,6
232,123,224,12
233,63,230,6
234,116,223,11
235,134,234,13
236,275,247,27
237,190,255,19
238,332,238,33
239,124,271,12
240,53,271,5
241,137,276,13
242,105,276,10
243,315,286,31
244,356,317,35
245,60,352,6
246,447,317,44
247,160,286,16
248,182,302,18
249,124,349,12
250,76,248,7
251,149,195,14
252,50,209,5
253,353,223,35
254,985,209,98
255,129,307,12
256,50,307,5
257,52,312,5
258,60,209,6
259,52,209,5
260,86,236,8
261,159,244,15
262,51,259,5
263,162,264,16
264,86,259,8
265,264,302,26
266,50,262,5
267,185,267,18
268,94,285,9
269,50,302,5
270,58,244,5
271,92,206,9
272,128,214,12
273,684,226,68
274,56,289,5
275,121,294,12
276,230,271,23
277,141,226,14
278,152,240,15
279,409,240,40
280,219,294,21
281,112,315,11
282,58,315,5
283,128,320,12
284,447,315,44
285,50,354,5
286,123,359,12
287,51,366,5
288,64,359,6
289,485,332,48
290,50,371,5
291,168,371,16
292,287,294,28
293,1324,322,132
294,53,52,5
295,161,322,16
296,116,248,11
297,242,259,24
298,53,0,5
299,74,206,7
300,93,244,9
301,105,213,10
302,54,19,5
303,150,198,15
304,344,198,34
305,171,294,17
306,254,213,25
307,50,238,5
308,193,213,19
309,493,230,49
310,91,276,9
311,347,276,34
312,87,285,8
313,134,293,13
314,113,306,11
315,165,293,16
316,436,243,43
317,121,281,12
318,435,293,43
319,116,387,11
320,470,387,47
321,337,401,33
322,50,285,5
323,53,380,5
324,730,285,73
325,62,352,6
326,51,358,5
327,98,363,9
328,54,358,5
329,57,363,5
330,60,285,6
331,72,328,7
332,56,335,5
333,233,340,23
334,197,285,19
335,108,285,10
336,178,232,17
337,150,249,15
338,53,285,5
339,878,285,87
340,105,249,10
341,97,271,9
342,50,271,5
343,68,276,6
344,53,277,5
345,78,380,7
346,88,387,8
347,332,293,33
348,253,282,25
349,82,271,8
350,253,271,25
351,121,279,12
352,218,279,21
353,51,279,5
354,80,317,8
355,493,279,49
356,68,328,6
357,50,328,5
358,123,300,12
359,56,276,5
360,387,282,38
361,158,267,15
362,54,282,5
363,235,287,23
364,55,352,5
365,107,357,10
366,93,357,9
367,226,366,22
368,61,367,6
369,52,367,5
370,71,350,7
371,104,347,10
372,112,357,11
373,328,357,32
374,61,389,6
375,59,395,5
376,386,395,38
377,85,395,8
378,51,433,5
379,220,400,22
380,51,287,5
381,733,295,73
382,710,292,71
383,91,286,9
384,293,295,29
385,962,317,96
386,366,236,36
387,161,272,16
388,335,236,33
389,629,207,62
390,51,282,5
391,152,287,15
392,86,400,8
393,270,268,27
394,342,295,34
395,75,295,7
396,58,295,5
397,111,307,11
398,189,365,18
399,148,383,14
400,126,397,12
401,80,397,8
402,58,383,5
403,50,388,5
404,61,365,6
405,73,371,7
406,52,302,5
407,84,307,8
408,72,216,7
409,221,223,22
