resource_name,assignment_ids
Resource 0,285;146;76;19;377;162;271;116;283;177;335;72;256;115;173;151;104;290;24;207;252;232;80;319;111;350;237;23;220;334;312;184
Resource 1,155;137;49;70;264;255;64;105;373;103;298;222;313;183;88;45;1;109;238;119;57;360;176;311;11;355;192;8;214;126;198;340
Resource 2,6;301;121;309;21;44;212;299;217;59;66;10;378;4;27;167;158;164;223;320;20;240;376;51;117;46;9;365;303;280;275;268
Resource 3,188;235;112;48;96;371;292;129;17;157;33;250;172;178;195;213;359;34;272;302;25;89;0;15;82;260;262;236;199;63;215;361
Resource 4,99;139;149;36;203;140;328;345;58;12;50;186;259;341;79;136;308;332;342;189;362;318;75;7;329;305;131;94;18;254;201;132
Resource 5,258;163;231;239;229;187;246;161;43;288;153;224;347;310;35;331;108;209;168;375;95;225;30;279;282;81;278;87;333;73;211;358
Resource 6,170;159;202;40;135;31;174;284;32;321;287;281;330;338;348;182;124;191;343;156;56;78;314;339;336;54;68;366;273;130;242;38
Resource 7,97;120;370;251;200;372;141;315;41;233;154;196;323;3;2;267;60;100;228;179;270;85;118;274;263;91;306;294;134;266;14
Resource 8,353;317;247;90;145;276;160;53;83;249;133;357;98;84;337;123;143;185;354;61;138;368;74;364;93;13;86;148;221;113;208
Resource 9,171;374;243;257;26;218;316;326;55;289;296;269;166;346;295;106;28;181;62;122;344;293;300;265;194;367;216;107;327;128;356
Resource 10,29;324;71;127;245;277;325;147;352;304;101;152;227;253;349;226;205;307;248;204;39;142;92;322;144;114;110;193;37;297;351
Resource 11,22;234;241;169;47;261;219;102;67;125;165;230;69;65;210;42;16;77;5;291;244;197;52;175;363;206;190;150;180;286;369
