predecessor_id,successor_id,type
0,260,1
0,61,1
1,155,1
360,361,1
107,374,1
2,217,1
3,141,1
82,168,1
165,335,0
165,321,1
165,353,3
4,367,1
4,298,1
4,133,3
4,205,1
5,251,1
43,155,3
43,381,1
6,114,3
7,218,1
8,173,1
8,231,1
8,368,1
86,347,3
86,102,1
86,292,1
9,109,3
218,381,3
10,193,1
10,316,1
188,190,1
188,350,1
188,314,1
75,333,1
75,383,1
11,335,1
11,313,1
11,179,1
12,29,3
12,48,1
12,136,0
12,120,1
12,328,1
12,259,1
13,15,1
13,308,3
13,192,1
13,158,1
13,245,1
13,58,1
13,170,1
59,259,1
238,249,1
238,242,3
238,252,1
14,288,1
14,161,1
14,268,1
15,161,1
16,363,0
17,375,0
18,64,3
18,311,1
18,267,1
19,157,1
29,339,1
287,317,3
20,131,0
20,135,3
20,129,3
20,112,1
20,137,3
21,252,1
220,355,1
22,76,1
22,112,1
23,235,1
24,166,0
24,193,1
24,163,3
361,362,1
187,193,1
187,207,1
187,189,1
187,192,1
187,191,3
187,188,1
269,304,0
25,357,1
26,95,1
26,192,1
26,381,1
26,250,0
26,323,1
27,349,1
28,29,1
372,373,1
30,224,1
30,110,1
30,231,1
30,54,0
30,351,3
31,151,1
31,76,1
32,131,1
32,186,1
33,61,1
262,263,3
332,335,1
233,280,3
233,371,1
233,234,0
307,308,1
307,310,1
307,326,1
34,122,1
34,230,1
340,341,1
35,252,1
236,237,0
339,340,1
210,367,3
210,376,3
36,226,0
380,383,1
213,215,1
213,279,1
37,155,1
37,186,1
37,127,1
37,306,1
38,109,1
38,301,1
38,94,1
38,219,1
39,257,1
39,180,1
39,291,1
40,91,1
40,47,1
40,340,0
40,56,3
40,271,3
41,241,1
42,93,3
42,165,1
42,43,0
42,204,1
42,88,1
42,208,1
44,309,1
206,218,1
206,291,1
257,259,1
45,376,1
45,304,1
223,320,1
189,356,0
46,175,1
46,364,0
46,361,3
46,266,1
47,327,1
47,133,1
197,280,1
197,198,0
48,62,1
48,65,1
48,333,1
48,97,1
49,336,1
50,223,1
50,384,1
51,265,3
329,330,1
329,336,3
52,232,3
53,121,3
53,342,1
54,55,1
54,354,1
56,166,1
56,246,1
57,372,3
57,224,1
57,383,3
57,356,1
57,342,1
57,99,3
63,159,0
63,177,1
147,148,1
147,196,1
147,235,3
58,59,1
126,325,1
60,68,1
60,111,3
60,73,1
199,280,3
199,316,3
61,168,1
61,117,1
61,298,3
62,273,3
62,330,1
62,63,1
290,291,1
139,179,3
139,140,1
64,124,1
64,191,3
65,171,3
117,231,1
296,297,1
314,315,0
108,298,1
108,340,1
66,369,1
66,272,1
66,113,1
240,241,1
240,245,3
240,321,1
240,256,1
67,144,1
67,191,1
144,320,1
68,145,0
68,162,3
68,118,1
68,184,1
152,257,1
152,317,0
69,198,1
69,319,1
70,263,1
70,264,1
70,311,3
70,266,1
72,257,1
72,94,1
258,268,3
71,72,1
74,263,3
74,292,1
74,221,1
74,330,3
74,381,0
74,75,1
182,311,1
182,267,1
260,261,1
260,264,3
260,268,3
282,288,3
76,104,1
76,149,1
214,363,0
214,330,0
214,216,1
214,321,1
77,232,1
77,331,1
78,186,1
78,163,1
79,136,1
79,105,1
79,178,1
300,301,1
300,302,1
80,304,0
175,267,1
81,293,1
81,82,1
221,224,1
221,351,0
83,150,3
83,166,1
148,227,3
148,258,1
148,149,1
148,357,3
330,377,3
330,362,0
84,360,1
229,244,1
229,230,1
85,156,1
85,86,1
85,251,1
85,87,1
342,347,1
89,223,3
328,329,1
317,370,1
317,318,1
90,328,1
90,93,1
90,141,1
312,373,3
115,376,3
115,168,3
283,284,0
283,285,1
323,324,1
91,378,1
286,287,1
92,383,1
92,205,1
246,382,1
247,248,1
247,297,1
247,275,1
93,144,1
93,102,1
93,281,1
93,153,1
94,273,1
94,360,3
94,293,0
95,247,1
95,287,3
242,254,3
242,343,3
96,169,1
204,207,3
204,205,1
333,334,1
179,180,1
179,275,1
285,295,1
285,286,3
285,294,1
308,309,1
272,275,3
97,269,1
97,155,1
97,302,1
97,324,1
98,183,1
98,154,1
98,99,1
118,257,1
118,161,1
118,287,1
100,288,1
100,271,1
101,265,1
101,333,1
101,343,1
310,369,1
173,210,1
243,316,3
274,305,3
273,306,1
273,313,1
273,274,1
288,369,1
288,301,1
327,328,1
327,376,0
289,303,0
289,290,1
102,382,3
291,292,1
123,242,1
135,337,1
103,308,1
103,362,1
104,182,1
105,164,3
105,162,3
105,265,1
105,152,1
105,315,1
222,223,0
222,336,1
364,366,1
106,107,1
106,368,1
106,108,3
106,120,1
106,358,1
261,262,1
265,267,1
109,333,1
110,296,3
110,307,1
111,257,3
111,128,3
111,378,0
112,162,1
112,347,0
112,113,1
112,170,1
228,232,3
228,229,1
228,231,1
358,359,1
151,171,1
151,348,1
151,371,1
151,279,1
151,152,1
151,219,3
140,228,0
140,328,3
331,332,0
331,333,0
331,337,3
219,220,1
219,222,3
219,221,1
170,171,3
114,141,1
114,115,3
141,142,1
141,143,1
141,158,1
116,117,3
116,314,3
116,118,1
119,318,1
119,381,1
119,120,1
119,158,1
119,310,1
119,312,1
292,293,0
121,343,1
121,308,1
121,201,3
121,173,3
121,177,1
122,123,3
122,184,3
142,160,3
142,207,1
142,338,1
142,173,3
365,367,1
124,126,1
124,275,1
124,223,1
124,125,1
124,304,1
205,294,3
205,206,1
230,351,1
244,257,1
129,262,0
354,384,1
354,375,1
338,344,3
338,339,1
338,342,1
338,343,1
191,310,1
191,337,1
367,374,1
349,350,3
349,351,1
349,353,1
245,251,1
245,246,1
245,247,1
245,338,1
295,321,1
295,296,1
201,202,0
359,360,1
234,358,1
234,376,1
271,273,1
271,272,3
271,347,3
271,291,1
164,165,3
145,318,1
145,171,1
145,201,3
149,267,1
149,355,1
347,370,1
130,186,1
130,194,1
131,150,1
237,238,1
237,239,0
237,244,1
237,240,1
237,243,1
132,333,3
348,378,3
348,349,1
348,352,1
143,145,1
143,162,1
143,144,1
143,228,3
134,135,1
134,201,1
371,372,1
371,374,1
192,288,1
192,382,1
192,350,1
136,137,3
138,141,1
138,139,3
146,183,1
146,161,1
146,147,1
226,227,1
226,228,1
357,358,1
357,376,3
181,182,3
181,208,1
158,376,3
158,332,3
158,231,1
150,157,1
150,232,3
150,231,1
150,151,1
344,347,0
344,345,3
344,346,1
344,348,1
344,363,1
264,265,1
264,279,1
352,355,1
153,171,0
153,214,1
153,309,3
153,278,1
353,354,1
353,356,0
156,202,1
156,157,1
156,158,1
159,205,1
159,211,3
276,377,1
276,294,1
276,277,1
276,278,3
302,308,1
251,270,1
368,369,1
368,371,3
368,370,0
207,303,1
161,223,1
162,376,1
162,190,1
162,279,3
162,319,1
356,357,1
163,164,3
163,334,1
163,267,1
163,319,0
217,249,0
217,257,1
217,341,3
217,366,0
217,218,3
217,219,1
363,365,1
363,364,1
363,368,1
215,280,3
215,353,1
166,167,1
185,203,1
169,170,1
172,333,3
172,173,1
232,233,1
232,235,1
203,232,0
203,204,1
174,224,1
174,175,1
174,176,1
268,276,1
268,270,1
268,269,1
268,271,1
178,183,1
178,179,1
178,194,1
178,229,1
178,181,3
183,240,1
253,260,1
253,257,1
253,255,1
253,256,1
253,337,3
253,254,1
253,266,3
253,258,3
280,282,1
280,289,1
280,281,0
280,283,1
298,299,1
298,300,1
298,333,1
298,316,1
216,217,1
184,185,1
376,377,1
378,380,1
378,382,1
378,379,0
378,381,1
186,304,1
186,187,0
252,253,1
337,338,3
194,284,3
194,202,3
194,263,1
194,195,1
196,199,1
196,253,0
196,197,1
