predecessor_id,successor_id,type
70,72,3
24,27,3
72,75,1
72,73,1
0,71,1
73,74,1
1,17,1
1,12,1
53,54,1
30,51,3
30,63,1
2,32,1
2,27,1
3,28,1
3,8,1
44,46,1
10,62,1
10,65,1
10,59,1
10,45,0
55,56,1
51,71,1
38,39,1
38,61,1
4,5,1
4,75,3
45,74,1
35,36,3
35,68,1
46,73,1
21,44,1
27,58,3
61,62,1
61,63,1
36,37,1
36,40,1
57,71,1
15,23,1
15,45,1
22,23,1
22,57,1
37,38,1
37,41,3
37,45,3
40,42,1
6,75,1
31,40,1
43,47,1
43,69,3
43,44,1
43,45,1
47,75,1
47,60,0
7,30,1
12,26,1
12,18,1
49,60,1
8,60,1
41,50,3
52,53,1
52,55,1
42,50,0
42,43,3
67,72,1
65,66,3
65,67,1
32,33,1
9,22,1
9,29,1
9,12,1
9,10,1
9,13,1
9,11,1
75,76,1
33,34,3
60,61,1
60,73,3
14,15,1
14,32,0
16,17,1
16,56,1
56,58,1
56,57,0
18,50,1
34,35,1
34,48,1
34,64,3
19,22,1
19,33,1
48,49,1
20,21,3
20,66,1
20,22,1
20,67,3
23,53,1
23,24,1
25,30,1
26,38,1
26,27,1
26,54,1
26,55,1
58,60,1
58,59,3
50,70,3
50,51,1
50,52,1
28,38,1
28,73,0
64,65,1
64,68,0
29,30,3
29,31,1
29,32,0
69,70,1
69,71,1
