resource_name,assignment_ids
Resource 0,405;259;180;436;284;238;100;15;85;98;49;410;476;94;11;200;442;172;142;141;146;179;225;50;46;231;409;315;105;492;130;62;157;297;306;189;80;393
Resource 1,96;414;222;6;202;391;344;313;132;341;424;75;283;483;143;148;23;207;262;367;220;27;348;279;55;229;41;242;302;79;19;71;278;159;309;359;300;320
Resource 2,383;21;451;328;216;35;119;421;212;54;264;384;471;70;102;398;218;51;165;240;109;342;178;437;249;326;144;329;434;346;227;104;266;263;461;67;36;84
Resource 3,176;57;440;430;463;81;47;271;26;392;217;325;181;270;59;39;120;73;140;365;281;415;90;457;182;453;151;372;373;16;18;425;205;370;340;25;358;374
Resource 4,152;335;86;290;93;92;184;449;465;289;439;137;294;33;183;295;133;114;139;134;288;162;38;186;113;32;400;485;201;112;267;64;428;448;91;371;77;277
Resource 5,394;330;187;127;215;251;468;209;208;377;101;40;128;324;214;170;316;1;97;166;161;2;317;232;435;196;28;459;260;61;244;138;29;470;254;243;321;334
Resource 6,198;406;332;253;473;467;322;126;121;364;124;42;89;355;10;351;423;427;185;136;441;296;24;211;110;479;22;204;429;433;482;156;239;58;407;380;469;276
Resource 7,82;413;385;63;265;147;221;478;275;312;399;438;252;150;354;145;115;237;475;331;347;323;360;387;177;129;60;285;480;12;311;395;69;257;8;291;246;350
Resource 8,206;88;412;213;197;339;68;357;314;255;303;17;256;248;99;236;418;30;450;481;169;76;87;363;301;230;268;308;241;397;444;420;452;286;336;280;458;491
Resource 9,487;462;269;235;245;154;66;419;107;445;43;116;274;168;446;9;368;416;135;349;194;223;386;382;167;199;7;376;52;432;272;353;402;219;95;45;356;234
Resource 10,72;74;191;273;489;123;125;343;193;404;192;352;226;484;34;319;3;195;318;261;362;472;337;174;158;366;443;160;345;247;224;117;163;106;378;173;460;488
Resource 11,287;408;65;0;307;78;13;258;338;203;361;464;5;305;474;486;103;175;304;190;455;153;108;381;149;131;210;53;417;379;171;369;233;293;456;401;164;228
Resource 12,396;299;388;411;44;48;431;122;31;292;250;490;422;118;333;83;403;389;447;155;426;466;390;454;327;14;37;4;188;310;298;477;282;375;20;56;111
