predecessor_id,successor_id,type
0,27,1
1,95,1
1,87,1
61,62,0
2,27,1
2,12,1
40,49,1
40,44,1
40,56,1
3,10,1
3,73,1
3,28,0
4,60,0
5,47,1
96,97,1
111,113,1
6,30,1
6,17,0
6,15,1
76,105,1
7,36,1
8,85,3
8,58,1
87,89,1
87,88,1
87,102,1
9,65,1
9,19,3
9,36,1
10,96,1
97,99,1
97,98,3
18,23,1
18,54,3
85,86,3
85,117,1
11,36,0
81,109,1
81,82,1
92,104,1
26,70,1
26,27,1
26,64,1
13,17,3
13,74,1
55,105,1
28,59,1
28,111,0
14,26,3
14,15,1
14,57,1
14,52,1
16,99,1
16,48,1
17,58,1
17,45,3
17,83,1
17,18,1
19,74,1
110,111,1
67,89,1
67,102,1
20,68,3
112,113,1
27,60,3
27,28,3
27,114,3
27,80,1
94,100,1
94,96,1
94,103,1
94,114,0
86,95,1
86,87,3
86,90,1
105,106,1
21,38,3
21,68,1
21,54,3
22,23,1
22,66,1
22,84,1
24,65,1
70,71,1
70,97,3
52,77,1
52,83,1
25,26,1
107,108,1
69,70,1
69,78,3
59,108,1
65,82,1
65,107,0
60,103,1
60,61,3
60,97,1
29,112,1
29,97,3
30,63,1
31,77,0
31,79,1
31,66,1
42,66,1
42,43,1
104,113,1
104,105,3
104,107,1
32,109,1
32,84,1
41,42,1
82,116,1
82,111,1
37,38,1
37,43,3
58,59,1
58,60,1
58,63,1
58,66,1
99,101,3
99,106,1
99,111,1
53,92,0
53,65,3
53,54,0
91,92,1
91,93,1
54,55,1
54,110,1
33,74,1
44,66,3
44,45,1
44,62,1
44,83,1
93,94,3
34,109,1
34,45,1
95,96,1
95,110,3
35,70,1
101,116,1
36,44,1
36,37,3
39,40,1
39,64,1
39,41,1
56,95,1
46,68,3
78,110,1
47,97,1
109,112,1
109,110,3
63,64,0
63,65,1
63,93,1
103,104,1
103,109,1
75,76,1
75,80,3
75,78,0
75,77,1
114,115,1
49,112,1
49,88,1
50,78,1
50,102,1
51,53,0
51,52,0
51,56,0
66,68,1
66,69,1
66,67,3
72,109,1
72,73,1
72,89,1
71,103,1
71,88,3
71,81,1
71,72,1
57,58,1
74,75,1
79,100,1
80,81,3
83,91,1
83,85,1
83,84,1
