resource_name,assignment_ids
Resource 0,25;109;93;76;5;56;21
Resource 1,16;28;61;104;105;39;1
Resource 2,110;78;106;34;90;91;63
Resource 3,53;116;47;70;87;0;81
Resource 4,72;33;96;59;6;111;95
Resource 5,114;103;102;83;64;23;62
Resource 6,88;24;46;30;10;38;79
Resource 7,69;45;41;15;98;74;86
Resource 8,26;3;100;65;31;12;48
Resource 9,43;52;57;2;92;107;75
Resource 10,40;77;94;55;14;4
Resource 11,20;85;71;66;73;42
Resource 12,117;97;60;18;50;54
Resource 13,99;58;89;67;19;29
Resource 14,32;108;112;11;35;27
Resource 15,44;36;22;9;51;37
Resource 16,13;68;8;115;80;84
Resource 17,113;101;49;7;17;82
