resource_name,assignment_ids
Resource 0,148;168;64;104;69;48;8;130;140;16;144;41;103;105;113;97
Resource 1,86;115;123;42;120;47;11;159;169;23;124;122;26;82;34;54
Resource 2,136;13;12;74;32;14;57;61;60;28;43;59;158;156;55;92
Resource 3,17;50;167;81;108;27;0;80;111;142;151;21;72;63;152;127
Resource 4,90;68;37;33;1;126;84;114;30;173;98;153;163;46;73;106
Resource 5,65;143;165;2;125;20;79;89;118;172;141;6;95;35;51;77
Resource 6,102;117;116;128;3;38;22;31;150;162;145;149;170;44;164;91
Resource 7,87;49;58;88;56;18;166;101;121;4;99;137;40;36;78;94
Resource 8,9;134;132;70;154;83;15;135;24;139;131;160;67;10;138;109
Resource 9,119;66;112;29;96;25;53;45;39;52;161;171;107;76;147
Resource 10,71;19;129;110;146;100;62;85;7;5;157;75;93;155;133
