resource_name,assignment_ids
Resource 0,119;92;163;19;3;25;51;1;148;103;126
Resource 1,72;64;128;106;173;141;21;156;28;52;95
Resource 2,69;140;158;71;147;150;157;26;114;94;117
Resource 3,18;48;73;162;143;85;169;136;62;40;76
Resource 4,42;116;11;39;15;10;0;44;101;120;129
Resource 5,133;29;68;82;179;8;87;137;151;61;104
Resource 6,60;127;109;96;36;77;93;146;16;100;130
Resource 7,105;23;98;164;115;20;43;90;125;27;155
Resource 8,57;107;7;99;154;145;30;47;46;112;122
Resource 9,50;135;187;78;174;83;56;186;2;110
Resource 10,91;79;65;58;139;55;89;176;54;144
Resource 11,167;131;118;142;4;172;132;108;75;53
Resource 12,41;67;33;134;88;138;113;153;13;165
Resource 13,182;84;38;32;59;86;31;9;102;35
Resource 14,178;159;37;121;185;152;111;188;14;12
Resource 15,17;160;170;166;80;81;123;177;34;171
Resource 16,63;5;184;74;66;168;24;22;97;45
Resource 17,175;161;181;183;49;6;149;70;124;180
