resource_name,assignment_ids
Resource 0,53;68;205;320;30;44;148;67;369;163;450;16;447;159;410;24;18;374;412;196;334;386;418;230;265;246
Resource 1,127;175;449;292;86;283;438;112;382;461;245;358;142;305;315;105;87;294;223;389;323;215;458;406;327;274
Resource 2,355;95;251;420;200;311;208;76;155;149;36;254;260;373;225;147;253;448;237;236;285;263;264;91;452;123
Resource 3,414;119;174;213;203;190;339;144;69;22;66;20;453;10;191;329;435;183;383;460;60;145;124;257;416;111
Resource 4,55;164;423;139;361;177;296;346;370;128;293;295;59;301;118;325;25;4;11;378;197;362;54;151;279;117
Resource 5,63;354;454;27;218;258;393;337;365;31;375;146;456;377;216;434;165;310;250;300;256;397;405;457;421;391
Resource 6,186;5;188;352;192;99;38;395;172;244;14;13;331;48;88;445;248;201;173;417;439;226;344;178;47;259
Resource 7,252;15;387;422;249;204;353;162;219;281;330;9;267;304;232;96;324;309;322;233;443;12;269;282;49;114
Resource 8,298;286;401;26;50;82;440;384;8;120;241;75;141;221;240;306;32;403;388;451;0;101;262;413;89;64
Resource 9,212;1;193;129;72;316;42;130;302;189;338;398;51;381;220;297;153;78;93;211;90;170;41;116;275;238
Resource 10,359;217;85;92;115;243;97;107;319;366;150;287;407;363;228;179;160;156;271;132;202;73;167;100;71;376
Resource 11,444;402;349;399;180;430;385;125;239;140;280;409;104;102;214;176;290;37;357;350;328;379;288;291;74;342
Resource 12,84;134;343;436;62;276;29;442;157;307;326;426;138;161;61;347;210;3;143;103;428;187;21;459;94
Resource 13,108;17;455;195;98;235;231;206;303;415;308;7;58;19;6;390;39;317;184;234;372;171;122;79;131
Resource 14,364;318;441;424;351;404;394;65;52;81;427;40;371;207;154;242;277;268;273;121;284;35;335;312;446
Resource 15,70;135;341;109;133;345;185;333;408;299;392;169;432;194;321;336;126;332;314;198;272;247;431;28;45
Resource 16,266;437;166;77;255;224;46;83;43;56;289;222;270;110;261;368;360;113;429;367;2;209;168;106;181
Resource 17,80;348;380;182;419;396;278;23;433;152;158;229;411;227;34;313;400;57;136;33;340;199;356;425;137
