id,hours,start,duration
0,50,0,5
1,406,0,40
2,256,0,25
3,294,0,29
4,710,0,71
5,54,0,5
6,214,0,21
7,157,0,15
8,59,0,5
9,52,0,5
10,50,0,5
11,400,0,40
12,60,0,6
13,74,0,7
14,264,0,26
15,72,0,7
16,275,0,27
17,113,0,11
18,274,0,27
19,59,0,5
20,58,0,5
21,51,0,5
22,391,0,39
23,600,0,60
24,114,0,11
25,1857,0,185
26,269,0,26
27,254,0,25
28,53,0,5
29,151,0,15
30,264,0,26
31,84,26,8
32,114,0,11
33,51,0,5
34,92,0,9
35,359,0,35
36,121,0,12
37,404,40,40
38,537,35,53
39,106,0,10
40,122,40,12
41,52,0,5
42,75,0,7
43,219,0,21
44,87,0,8
45,309,8,30
46,220,0,22
47,262,0,26
48,50,0,5
49,273,0,27
50,53,0,5
51,184,0,18
52,306,0,30
53,50,26,5
54,132,0,13
55,228,0,22
56,92,0,9
57,74,0,7
58,52,7,5
59,325,0,32
60,266,0,26
61,107,0,10
62,50,0,5
63,60,0,6
64,59,0,5
65,52,0,5
66,151,0,15
67,73,5,7
68,60,12,6
69,77,12,7
70,185,5,18
71,116,0,11
72,56,0,5
73,93,0,9
74,68,0,6
75,100,0,10
76,150,10,15
77,73,0,7
78,144,7,14
79,55,21,5
80,238,26,23
81,74,49,7
82,51,5,5
83,50,0,5
84,144,0,14
85,157,0,15
86,125,0,12
87,388,21,38
88,136,21,13
89,173,11,17
90,148,0,14
91,133,5,13
92,96,0,9
93,74,0,7
94,133,0,13
95,66,10,6
96,98,0,9
97,1034,12,103
98,51,29,5
99,65,12,6
100,55,18,5
101,51,18,5
102,65,23,6
103,105,12,10
104,57,23,5
105,52,25,5
106,177,15,17
107,299,5,29
108,198,0,19
109,458,34,45
110,54,0,5
111,143,5,14
112,334,16,33
113,109,0,10
114,63,10,6
115,331,16,33
116,90,0,9
117,167,9,16
118,252,0,25
119,574,9,57
120,612,27,61
121,52,5,5
122,57,0,5
123,74,5,7
124,82,5,8
125,71,34,7
126,96,41,9
127,157,41,15
128,60,41,6
129,88,47,8
130,144,47,14
131,61,47,6
132,122,0,12
133,356,15,35
134,79,15,7
135,74,23,7
136,103,30,10
137,50,22,5
138,142,27,14
139,66,26,6
140,925,26,92
141,58,113,5
142,155,0,15
143,53,29,5
144,111,34,11
145,801,29,80
146,77,109,7
147,149,109,14
148,52,34,5
149,188,0,18
150,84,0,8
151,139,18,13
152,158,31,15
153,816,31,81
154,121,12,12
155,50,0,5
156,55,5,5
157,136,10,13
158,70,10,7
159,132,5,13
160,184,18,18
161,152,13,15
162,263,28,26
163,398,0,39
164,117,22,11
165,55,25,5
166,112,30,11
167,126,41,12
168,85,27,8
169,71,9,7
170,150,9,15
171,55,34,5
172,78,39,7
173,51,46,5
174,1154,52,115
175,161,51,16
176,90,46,9
177,52,8,5
178,149,0,14
179,79,13,7
180,103,20,10
181,64,13,6
182,52,34,5
183,209,33,20
184,223,33,22
185,421,53,42
186,81,95,8
187,52,95,5
188,71,12,7
189,53,51,5
190,425,39,42
191,96,81,9
192,77,39,7
193,50,39,5
194,53,44,5
195,117,40,11
196,209,51,20
197,53,51,5
198,105,51,10
199,541,55,54
200,89,39,8
201,110,47,11
202,306,39,30
203,73,39,7
204,674,51,67
205,68,28,6
206,905,49,90
207,140,60,14
208,58,74,5
209,94,25,9
210,107,0,10
211,334,10,33
212,243,0,24
213,50,24,5
214,89,34,8
215,78,34,7
216,212,41,21
217,401,27,40
218,62,112,6
219,211,53,21
220,73,53,7
221,209,53,20
222,64,53,6
223,1984,123,198
224,64,315,6
225,195,321,19
226,160,321,16
227,111,321,11
228,529,332,52
229,59,30,5
230,136,35,13
231,162,35,16
232,134,51,13
233,66,46,6
234,484,49,48
235,137,97,13
236,55,110,5
237,50,110,5
238,85,49,8
239,59,48,5
240,50,53,5
241,55,55,5
242,187,112,18
