resource_name,assignment_ids
Resource 0,10;108;7;69;24;70;71
Resource 1,46;6;109;78;59;103;1
Resource 2,11;44;53;62;76;60;36
Resource 3,31;116;98;64;101;96;73
Resource 4,18;82;102;87;57;14;30
Resource 5,80;85;17;8;106;97;58
Resource 6,84;89;111;3;56;13;88
Resource 7,113;15;20;22;28;50;77
Resource 8,104;5;110;79;112;92;19
Resource 9,117;86;61;34;115;4;81
Resource 10,65;47;26;49;27;42;83
Resource 11,95;75;9;94;114;99;90
Resource 12,21;37;12;54;74;48;0
Resource 13,66;52;16;93;51;33;38
Resource 14,91;100;29;107;35;39;23
Resource 15,41;67;105;68;32;2;63
Resource 16,25;55;72;45;40;43
