resource_name,assignment_ids
Resource 0,27;132;81;193;176;147;77;207;20;144;155;70;62;103;86;26;213
Resource 1,196;120;137;108;122;10;151;69;128;191;159;199;6;13;84;110;175
Resource 2,12;212;172;186;61;97;44;194;165;156;130;114;163;192;31;169;11
Resource 3,48;177;99;47;124;123;100;173;202;4;75;35;87;170;104;32;51
Resource 4,58;181;21;68;125;145;167;149;28;135;2;94;42;55;164;118;23
Resource 5,143;209;63;134;74;184;34;89;24;60;153;16;178;179;49;15;197
Resource 6,25;171;18;205;189;105;138;85;102;1;187;131;117;45;160;142
Resource 7,57;211;140;136;22;53;158;112;146;43;64;111;182;161;73;119
Resource 8,56;92;162;67;39;88;50;116;33;82;17;46;107;41;54;59
Resource 9,206;93;78;190;30;188;115;198;148;79;180;0;38;157;166;141
Resource 10,152;200;101;66;208;19;95;126;65;52;76;80;185;90;40;139
Resource 11,37;203;154;113;5;150;3;9;204;83;129;7;29;71;109;183
Resource 12,210;91;106;98;96;72;127;8;36;174;14;201;195;133;121;168
