resource_name,assignment_ids
Resource 0,45;68;27;100;93;33;62
Resource 1,28;47;32;64;65;20;66
Resource 2,80;94;85;101;57;61;58
Resource 3,17;108;14;104;42;7;89
Resource 4,31;5;97;53;23;54;75
Resource 5,9;72;96;76;1;74;70
Resource 6,43;56;24;107;8;22;91
Resource 7,13;30;73;92;3;69;34
Resource 8,83;25;103;44;46;36;88
Resource 9,55;18;10;95;102;38;59
Resource 10,78;12;106;15;41;71;29
Resource 11,99;87;67;21;81;79;86
Resource 12,52;50;105;39;48;26;19
Resource 13,51;63;4;82;35;90
Resource 14,2;77;6;84;49;60
Resource 15,98;40;11;37;0;16
