resource_name,assignment_ids
Resource 0,249;288;147;329;264;68;115;162;233;110;216;70;212;206;323;202;334;118;269;238;165;97
Resource 1,23;45;8;213;170;105;111;142;109;309;273;26;123;333;192;322;25;321;327;346;176;96
Resource 2,280;351;342;350;13;247;39;93;349;361;298;285;78;232;208;224;61;94;27;137;318;294
Resource 3,225;254;74;194;348;201;83;175;171;104;18;344;275;284;155;282;157;360;246;160;44;122
Resource 4,4;41;75;250;210;205;113;51;270;125;301;54;302;193;90;138;295;199;178;22;24;166
Resource 5,46;1;234;3;257;299;229;40;223;236;313;244;84;326;189;337;65;134;341;188;259;36
Resource 6,339;239;55;314;287;230;21;31;263;131;221;286;103;272;352;262;300;182;146;354;168
Resource 7,291;126;289;30;260;200;149;203;49;71;161;186;64;117;114;133;261;87;228;53;164
Resource 8,220;52;167;347;136;56;181;101;197;267;43;174;283;256;107;129;42;357;316;151;296
Resource 9,28;279;124;320;152;305;108;140;306;80;19;119;312;235;226;252;362;190;331;66;184
Resource 10,219;172;218;154;290;332;214;148;73;245;112;100;153;17;169;33;173;325;292;335;9
Resource 11,276;248;63;177;311;120;82;196;358;81;145;183;355;77;343;57;340;258;127;102;20
Resource 12,10;99;359;268;324;92;76;98;69;132;241;319;135;139;29;35;34;0;7;195;12
Resource 13,315;307;328;297;227;14;72;32;144;95;310;222;211;5;330;255;86;187;293;59;141
Resource 14,47;209;60;215;37;231;11;265;253;217;274;150;180;251;338;130;191;204;240;242;277
Resource 15,317;158;50;89;128;308;281;48;266;15;62;143;304;121;88;243;303;185;356;353;159
Resource 16,58;207;106;179;156;2;271;198;6;237;16;345;163;85;67;278;91;38;79;336;116
