resource_name,assignment_ids
Resource 0,40;55;124;48;57;73;29;32;95;49;67
Resource 1,133;86;36;1;119;14;42;123;99;163;38
Resource 2,158;110;34;69;5;24;97;135;46;22;87
Resource 3,159;60;47;64;84;0;7;126;71;78;2
Resource 4,105;138;72;166;43;122;58;96;154;141;59
Resource 5,145;26;20;3;83;27;30;52;115;33;11
Resource 6,90;107;88;21;15;92;70;153;157;61;143
Resource 7,66;51;156;25;140;155;10;35;151;132
Resource 8,120;150;160;161;8;109;146;18;94;101
Resource 9,91;74;106;121;31;23;111;134;127;12
Resource 10,37;4;45;85;19;63;13;102;9;16
Resource 11,77;54;152;17;39;137;142;131;108;62
Resource 12,136;165;139;104;129;144;6;148;100;114
Resource 13,68;75;162;65;41;79;81;164;56;130
Resource 14,53;76;28;89;149;80;147;103;128;117
Resource 15,93;113;116;50;98;118;112;125;44;82
