resource_name,assignment_ids
Resource 0,247;252;279;254;99;468;190;277;293;80;362;100;439;7;163;339;400;261;122;136;264;433;348;353;467;151;330;164;34;130;240;173;450;285;9;326;305;367;456;232;319;31;139;424;249;349;156;144
Resource 1,181;342;121;242;352;398;427;70;152;47;188;435;172;174;289;98;472;259;128;201;204;275;3;389;310;176;29;340;222;265;459;430;436;0;2;351;16;224;67;454;402;399;376;184;217;245;396;347
Resource 2,115;113;166;76;126;323;11;221;73;4;25;237;50;316;214;438;133;253;262;39;256;377;140;395;89;86;192;390;258;394;220;393;419;462;369;30;392;5;6;359;270;379;180;290;420;356;325;202
Resource 3,116;15;147;291;429;75;250;185;43;476;343;223;449;150;409;235;338;303;177;403;241;287;101;110;107;324;370;417;27;288;36;82;413;61;10;57;194;117;137;33;169;263;195;312;118;327;443;168
Resource 4,81;461;134;196;119;56;32;357;332;46;331;229;360;278;155;463;77;28;55;244;108;246;238;322;102;294;106;446;372;344;345;425;301;267;21;336;440;65;72;14;91;207;248;109;211;365;269;40
Resource 5,51;104;385;79;416;111;404;44;407;226;123;83;131;63;292;59;142;297;96;272;145;1;69;386;103;42;466;12;447;158;432;317;66;97;105;60;112;387;148;41;178;26;45;167;233;210;161;329
Resource 6,408;87;37;199;384;162;434;205;300;124;38;187;198;406;320;334;448;58;78;410;273;405;274;358;175;295;206;374;470;243;337;127;20;213;401;182;94;280;203;84;212;355;309;423;157;18;255;135
Resource 7,251;138;350;225;460;296;49;95;469;170;380;418;444;441;48;308;414;276;193;92;381;298;302;363;453;53;451;52;8;230;471;71;415;125;411;282;179;426;191;315;260;335;307;442;200;132;266
Resource 8,299;236;19;437;218;428;23;306;383;17;64;271;35;346;120;455;189;378;257;93;54;208;286;154;281;341;149;227;159;473;422;371;284;88;368;216;24;375;321;304;361;143;228;165;68;391;268
Resource 9,354;283;239;215;114;13;373;74;328;171;62;452;465;129;219;22;431;457;197;364;85;160;183;90;234;153;464;333;412;397;209;313;366;146;474;318;445;141;311;421;186;314;475;458;388;382;231
