id,hours,start,duration
0,75,0,7
1,128,0,12
2,68,0,6
3,724,0,72
4,76,0,7
5,197,0,19
6,50,0,5
7,71,0,7
8,104,0,10
9,124,0,12
10,67,0,6
11,436,0,43
12,185,0,18
13,56,0,5
14,131,0,13
15,50,0,5
16,50,0,5
17,94,0,9
18,285,0,28
19,192,0,19
20,78,0,7
21,77,0,7
22,428,0,42
23,50,0,5
24,145,0,14
25,199,0,19
26,65,0,6
27,604,10,60
28,162,0,16
29,96,0,9
30,52,0,5
31,75,7,7
32,151,0,15
33,205,15,20
34,587,0,58
35,322,58,32
36,142,0,14
37,116,0,11
38,526,0,52
39,215,0,21
40,160,0,16
41,229,16,22
42,134,0,13
43,406,0,40
44,315,0,31
45,500,0,50
46,75,0,7
47,330,0,33
48,82,0,8
49,140,0,14
50,294,0,29
51,129,0,12
52,918,0,91
53,116,0,11
54,290,0,29
55,58,0,5
56,50,0,5
57,200,31,20
58,119,51,11
59,55,50,5
60,66,0,6
61,391,7,39
62,735,0,73
63,828,6,82
64,100,5,10
65,97,0,9
66,531,9,53
67,52,0,5
68,71,6,7
69,51,0,5
70,382,29,38
71,78,0,7
72,97,72,9
73,246,0,24
74,50,0,5
75,240,9,24
76,194,0,19
77,56,40,5
78,54,0,5
79,851,5,85
80,379,90,37
81,52,0,5
82,523,0,52
83,109,0,10
84,152,14,15
85,50,29,5
86,54,7,5
87,256,15,25
88,606,0,60
89,83,52,8
90,51,0,5
91,116,0,11
92,495,0,49
93,213,0,21
94,508,0,50
95,50,45,5
96,78,0,7
97,96,0,9
98,126,0,12
99,208,0,20
100,130,6,13
101,183,0,18
102,57,0,5
103,186,14,18
104,690,5,69
105,584,9,58
106,164,0,16
107,50,0,5
108,55,5,5
109,258,10,25
110,256,52,25
111,75,0,7
112,265,0,26
113,150,0,15
114,290,0,29
115,79,0,7
116,354,7,35
117,890,0,89
118,233,17,23
119,54,17,5
120,105,0,10
121,56,33,5
122,69,38,6
123,80,38,8
124,347,0,34
125,411,34,41
126,328,43,32
127,71,12,7
128,83,19,8
129,109,50,10
130,204,60,20
131,56,80,5
132,96,80,9
133,72,89,7
134,51,89,5
135,328,0,32
136,59,32,5
137,912,0,91
138,54,91,5
139,155,96,15
140,895,91,89
141,108,180,10
142,50,0,5
143,243,0,24
144,56,0,5
145,974,0,97
146,50,97,5
147,54,0,5
148,129,5,12
149,57,45,5
150,872,5,87
151,59,92,5
152,138,92,13
153,74,105,7
154,54,100,5
155,51,92,5
156,236,69,23
157,80,35,8
158,255,43,25
159,359,0,35
160,56,0,5
161,50,0,5
162,65,0,6
163,588,0,58
164,95,0,9
165,1401,0,140
166,68,70,6
167,63,0,6
168,83,43,8
169,132,51,13
170,93,64,9
171,213,73,21
172,65,51,6
173,388,6,38
174,50,44,5
175,93,44,9
176,314,40,31
177,50,0,5
178,204,0,20
179,54,20,5
180,236,20,23
181,219,43,21
182,114,0,11
183,50,0,5
184,50,50,5
185,75,12,7
186,72,0,7
187,284,7,28
188,51,7,5
189,197,12,19
190,69,25,6
191,1114,31,111
192,263,142,26
193,111,168,11
194,264,89,26
195,554,115,55
196,185,0,18
197,55,18,5
198,151,0,15
199,64,9,6
200,544,0,54
201,172,54,17
202,197,54,19
203,69,73,6
204,233,52,23
205,117,52,11
206,55,75,5
207,306,80,30
208,424,80,42
209,56,122,5
210,208,127,20
211,101,147,10
212,98,147,9
213,152,147,15
214,179,147,17
215,86,127,8
216,144,63,14
217,53,77,5
218,1433,0,143
219,309,113,30
220,101,143,10
221,143,143,14
222,434,114,43
223,86,157,8
224,131,157,13
225,69,170,6
226,75,170,7
227,55,177,5
228,62,177,6
229,269,182,26
230,130,143,13
231,118,132,11
232,56,143,5
233,487,143,48
234,50,191,5
235,368,143,36
236,229,157,22
237,68,185,6
238,127,0,12
239,53,147,5
240,194,38,19
241,50,57,5
242,68,57,6
243,50,57,5
244,973,62,97
245,53,62,5
246,90,77,9
247,93,67,9
248,156,80,15
249,65,152,6
250,115,158,11
251,150,158,15
252,151,140,15
253,81,155,8
254,452,170,45
255,50,170,5
256,50,175,5
257,783,180,78
258,192,175,19
259,73,194,7
260,403,155,40
261,53,195,5
262,339,195,33
263,50,195,5
264,237,105,23
265,74,152,7
266,70,159,7
267,51,159,5
268,79,159,7
269,55,166,5
270,806,171,80
271,895,171,89
272,247,164,24
273,428,188,42
274,51,188,5
275,150,188,15
276,50,198,5
277,238,193,23
278,135,164,13
279,56,0,5
280,60,122,6
281,574,71,57
282,50,128,5
283,54,190,5
284,296,133,29
285,95,124,9
286,59,193,5
287,82,198,8
288,66,198,6
289,57,201,5
290,77,206,7
291,195,198,19
292,142,198,14
293,189,212,18
294,429,204,42
295,56,246,5
296,68,251,6
297,52,257,5
298,87,251,8
299,51,246,5
300,123,246,12
301,101,51,10
302,630,61,63
303,57,124,5
304,85,61,8
305,336,61,33
306,261,155,26
307,107,94,10
308,61,104,6
309,236,110,23
310,188,94,18
311,105,129,10
312,347,139,34
313,82,133,8
314,111,110,11
315,110,155,11
316,94,166,9
317,86,175,8
318,521,183,52
319,113,183,11
320,50,183,5
321,182,188,18
322,130,157,13
323,488,170,48
