resource_name,assignment_ids
Resource 0,123;24;2;17;314;36;16;1;117;156;195;160;158;37;128;104;154;65;101;192
Resource 1,228;297;188;304;229;324;180;78;326;102;32;179;323;197;320;52;306;99;137;126
Resource 2,163;271;285;60;167;248;254;41;296;11;226;244;211;12;301;106;49;245;98;187
Resource 3,189;307;45;31;129;309;261;225;266;276;259;203;168;48;178;113;238;119;42;112
Resource 4,3;171;283;51;291;298;73;34;199;268;132;87;321;81;20;236;8;139;223;120
Resource 5,142;196;231;122;18;149;110;138;80;77;243;23;275;152;200;295;118;96;100;300
Resource 6,193;183;150;305;44;47;281;62;35;272;103;72;221;258;213;131;61;153;39
Resource 7,66;186;134;270;210;76;5;316;164;250;313;67;82;4;21;257;43;86;317
Resource 8,105;40;143;308;169;278;252;6;224;247;253;70;157;208;282;274;79;140;92
Resource 9,83;217;177;242;246;0;191;88;240;53;233;175;205;173;59;302;19;7;107
Resource 10,319;85;269;54;84;204;249;262;318;277;90;38;166;232;207;109;58;94;315
Resource 11,255;114;33;209;116;95;235;241;161;159;220;310;172;135;74;57;71;256;124
Resource 12,206;29;46;148;290;216;194;202;125;144;251;147;64;13;182;265;190;50;151
Resource 13,237;145;146;63;89;14;136;212;181;75;222;68;215;279;267;201;121;294;312
Resource 14,115;263;111;280;311;218;264;91;303;69;227;28;288;27;325;230;176;56;141
Resource 15,214;322;165;273;130;284;170;22;239;97;289;286;108;327;30;219;55;26;15
Resource 16,328;133;155;287;260;234;198;299;93;174;184;127;185;162;25;10;9;292;293
