id,hours,start,duration
0,68,0,6
1,51,0,5
2,341,0,34
3,218,0,21
4,251,0,25
5,61,0,6
6,95,0,9
7,90,0,9
8,307,0,30
9,561,0,56
10,179,0,17
11,81,1,8
12,55,0,5
13,737,0,73
14,110,0,11
15,142,0,14
16,81,0,8
17,130,0,13
18,191,56,19
19,91,0,9
20,56,9,5
21,88,9,8
22,55,11,5
23,73,16,7
24,129,0,12
25,353,0,35
26,192,0,19
27,50,0,5
28,142,8,14
29,362,0,36
30,91,17,9
31,148,0,14
32,441,14,44
33,64,14,6
34,50,0,5
35,108,9,10
36,91,22,9
37,127,26,12
38,265,26,26
39,113,0,11
40,50,11,5
41,198,20,19
42,233,39,23
43,480,39,48
44,195,87,19
45,80,87,8
46,97,87,9
47,654,87,65
48,487,87,48
49,267,135,26
50,58,87,5
51,52,52,5
52,51,57,5
53,143,14,14
54,352,28,35
55,160,47,16
56,123,51,12
57,434,47,43
58,633,90,63
59,126,90,12
60,86,102,8
61,107,102,10
62,50,102,5
63,70,112,7
64,51,14,5
65,126,0,12
66,117,0,11
67,324,11,32
68,90,43,9
69,262,52,26
70,61,92,6
71,174,92,17
72,100,98,10
73,170,108,17
74,80,112,8
75,142,108,14
76,185,62,18
77,698,90,69
78,69,98,6
79,52,92,5
80,370,97,37
81,189,63,18
82,55,81,5
83,71,81,7
84,73,88,7
85,144,67,14
86,75,134,7
87,251,81,25
88,51,130,5
89,85,135,8
90,69,143,6
91,408,135,40
92,72,135,7
93,67,142,6
94,50,134,5
95,1351,152,135
96,50,287,5
