resource_name,assignment_ids
Resource 0,411;243;344;377;247;92;355;425;375;289;381;113;134;295;373;23;278;324;49;85;78;189;339;123;231;12;5;171;450;87;17;157;73;250;31;389;219;417
Resource 1,223;160;300;415;419;120;100;253;296;374;439;438;81;174;294;477;96;167;50;280;144;147;485;388;465;266;204;260;384;461;350;258;308;481;244;342;248;88
Resource 2,99;246;291;66;462;251;272;168;98;169;334;356;403;163;256;391;25;227;48;79;205;143;170;45;406;416;443;213;401;387;4;234;466;347;158;279;53;91
Resource 3,226;122;325;182;455;32;34;145;378;203;430;24;364;433;336;44;385;159;11;440;305;217;413;80;361;126;353;127;154;218;130;75;211;386;86;454;400;432
Resource 4,464;311;63;483;404;407;76;273;276;109;119;150;394;115;304;195;327;135;74;274;187;382;118;101;303;131;1;139;329;117;212;121;68;341;333;0;476;340
Resource 5,97;2;431;369;346;447;426;453;338;275;449;418;437;473;229;215;475;94;262;106;299;190;209;487;445;315;207;456;257;102;133;39;184;55;293;8;9;165
Resource 6,390;395;141;111;214;297;261;397;110;370;61;468;128;265;138;414;18;470;421;424;290;331;208;20;271;83;351;281;67;383;368;235;332;228;38;93;452;230
Resource 7,357;392;220;59;434;264;46;442;478;197;322;482;172;222;393;64;95;318;56;206;51;104;287;7;155;107;359;285;284;458;396;19;22;27;225;302;237
Resource 8,463;198;410;181;307;348;178;153;446;323;21;259;166;301;58;306;112;423;232;13;15;474;84;486;238;201;254;412;151;186;60;436;376;136;372;132;242
Resource 9,263;321;199;3;319;179;37;408;441;314;152;43;202;240;360;191;149;480;239;298;405;320;129;180;252;42;77;313;183;245;422;54;146;210;349;241;233
Resource 10,192;161;62;14;103;277;268;371;328;89;354;316;471;335;142;36;288;82;467;249;317;47;270;358;90;367;398;444;16;469;224;420;221;177;379;35;366
Resource 11,30;345;269;309;188;363;236;402;216;40;185;282;10;484;362;196;365;175;459;105;70;71;286;429;124;148;156;57;162;52;409;41;114;173;457;28;352
Resource 12,330;137;194;164;255;116;200;69;72;435;312;26;343;267;399;176;33;428;125;65;283;337;292;479;140;29;380;326;460;451;448;193;472;427;108;310;6
