resource_name,assignment_ids
Resource 0,235;211;134;237;164;96;294;61;50;246;128;129;74;169;99;240
Resource 1,4;177;202;238;150;197;8;175;119;220;278;291;88;146;192;79
Resource 2,65;18;176;156;77;21;138;103;17;209;10;183;159;33;154;252
Resource 3,241;188;69;104;52;290;172;66;157;68;260;231;160;149;48;13
Resource 4,223;57;64;102;136;22;170;118;203;42;200;85;205;25;56;227
Resource 5,120;101;289;108;27;43;0;59;181;282;75;91;210;130;166;116
Resource 6,207;163;268;142;155;19;236;251;135;184;122;83;249;281;216;272
Resource 7,112;45;90;257;151;256;71;84;165;212;194;259;34;284;73;190
Resource 8,267;201;76;89;15;137;262;271;288;153;92;173;206;233;186;94
Resource 9,7;70;279;114;41;191;131;53;106;247;273;274;204;132;225;60
Resource 10,217;248;228;174;285;117;218;93;105;264;168;254;113;9;26;80
Resource 11,215;97;232;40;12;179;110;199;253;265;162;1;182;123;46;230
Resource 12,221;140;55;158;5;58;261;226;263;219;63;67;152;250;133
Resource 13,11;115;189;3;86;196;109;6;147;98;49;287;193;121;229
Resource 14,239;270;95;124;28;29;62;258;145;125;178;161;54;20;171
Resource 15,82;293;2;292;283;139;213;126;78;295;81;127;148;208;72
Resource 16,44;185;167;16;286;35;32;243;51;31;245;266;47;275;100
Resource 17,39;244;144;187;277;14;198;269;276;87;141;23;234;180;280
Resource 18,255;24;107;296;224;214;30;242;111;38;37;143;36;195;222
