resource_name,assignment_ids
Resource 0,122;28;225;242;178;270;263;265;80;149;68;32;272;176;110;65;184
Resource 1,31;20;262;108;267;241;12;236;215;104;64;240;13;116;238;127;259
Resource 2,168;233;11;169;19;27;195;251;188;198;253;60;8;45;152;166;147
Resource 3,22;194;160;228;279;138;245;118;217;211;154;141;56;84;54;190;226
Resource 4,100;231;109;136;39;18;161;164;163;219;155;26;48;218;112;66;85
Resource 5,16;21;53;214;30;24;227;101;62;61;212;50;239;223;77;189;137
Resource 6,180;256;40;222;144;59;113;103;74;17;134;82;182;191;102;278;37
Resource 7,261;252;142;72;71;89;99;207;157;10;129;7;156;3;119;151;143
Resource 8,162;25;98;91;124;33;181;2;174;269;121;260;171;96;128;75
Resource 9,243;125;9;133;150;148;274;43;183;29;196;273;107;41;140;175
Resource 10,248;57;135;70;55;235;173;266;216;83;115;264;92;94;232;255
Resource 11,200;177;201;34;246;47;105;49;199;257;213;63;139;73;153;159
Resource 12,42;167;132;146;254;117;205;203;46;145;172;268;14;78;206;38
Resource 13,90;51;170;44;1;5;97;120;237;186;277;23;204;6;111;202
Resource 14,130;35;208;179;0;224;123;88;247;220;197;69;209;258;276;114
Resource 15,76;249;126;87;106;131;36;81;67;187;229;52;192;193;15;234
Resource 16,86;165;244;230;271;93;210;221;79;250;158;275;58;185;4;95
