resource_name,assignment_ids
Resource 0,10;126;136;123;106;95;219;133;253;158;109;224;26;171;197;5;176;170;295
Resource 1,296;269;86;288;198;166;254;128;70;243;139;116;225;75;103;157;293;217;204
Resource 2,97;142;11;12;181;266;206;276;0;82;292;235;14;101;134;56;196;98;211
Resource 3,9;237;77;61;79;87;185;213;119;270;130;160;72;207;60;260;80;40;20
Resource 4,156;205;120;47;239;117;67;140;81;108;29;214;32;131;83;63;280;118;246
Resource 5,264;255;188;189;36;186;144;182;100;178;183;102;37;175;210;274;34;277;124
Resource 6,154;173;233;248;88;222;282;92;258;208;104;115;180;50;179;112;218;65;59
Resource 7,242;223;227;44;221;25;190;3;62;192;244;107;137;294;53;45;94;289;141
Resource 8,13;257;145;263;209;249;195;284;165;287;18;85;281;90;201;275;35;38;41
Resource 9,203;52;250;8;231;96;174;138;251;150;265;162;78;64;151;57;125;200;272
Resource 10,93;261;49;105;234;149;159;245;16;226;152;39;129;199;21;31;267;23
Resource 11,262;212;220;4;6;33;55;122;68;42;271;54;30;177;135;193;167;110
Resource 12,290;286;291;17;51;76;163;15;22;73;111;283;241;43;19;285;69;66
Resource 13,191;143;187;48;256;27;99;273;236;84;24;229;1;240;268;121;252;228
Resource 14,169;168;259;58;114;28;89;238;215;2;146;194;164;278;184;71;147;216
Resource 15,172;148;132;46;74;155;247;153;113;91;230;127;7;279;202;232;297;161
