resource_name,assignment_ids
Resource 0,81;325;60;327;173;186;124;93;347;331;85;275;364;53;137;413;74;245;270;3;328;380;323;210;19;171;250;408;97;131;376;211;272;359;87;96;367;264;128;123
Resource 1,129;436;225;285;279;147;227;181;14;133;4;149;76;229;249;209;120;315;21;189;206;190;195;381;55;373;375;42;290;423;62;164;36;121;397;256;295;161;240;417
Resource 2,174;215;78;300;394;148;284;350;24;366;117;37;26;414;277;393;400;401;409;384;330;372;111;197;86;258;429;176;40;165;391;135;115;34;69;143;430;82;182;242
Resource 3,92;281;228;65;178;310;232;247;84;130;152;403;294;362;77;339;80;125;271;378;405;379;431;312;269;292;10;392;280;324;199;434;268;18;108;98;302;318;110;31
Resource 4,142;358;370;396;435;8;179;73;297;244;45;233;418;238;304;48;346;27;61;104;56;283;321;109;343;51;428;134;344;433;118;263;333;79;287;116;353;293;235;371
Resource 5,1;345;39;100;363;126;17;289;132;411;196;203;419;89;169;212;12;91;421;368;151;360;234;66;67;72;374;223;16;6;88;13;187;424;194;239;127;291;50;253
Resource 6,70;301;410;389;140;207;43;154;49;0;334;57;241;208;183;105;382;103;252;138;64;317;311;226;351;427;237;41;415;243;329;336;335;71;170;52;305;99;296;348
Resource 7,141;200;255;167;47;231;412;386;136;416;365;7;313;314;307;155;265;260;112;298;425;2;338;168;163;35;222;201;319;28;322;388;219;254;332;220;159;278;145;341
Resource 8,180;83;306;404;5;357;44;54;385;102;251;308;303;383;390;266;114;38;369;198;282;420;217;15;101;340;185;144;9;166;175;320;309;32;46;25;257;262;156
Resource 9,153;349;95;75;426;407;191;90;299;106;216;342;177;29;352;276;422;204;11;113;146;355;205;139;202;267;316;377;224;261;288;221;354;107;286;172;236;274;213
Resource 10,406;356;337;273;23;218;230;94;119;68;398;395;387;184;162;246;158;193;399;33;122;59;361;160;214;58;157;63;188;248;22;259;30;326;432;402;150;20;192
