resource_name,assignment_ids
Resource 0,128;166;241;35;99;121;27;131;222;85;25;5;58;257;157;126;89
Resource 1,238;123;22;206;148;16;76;255;75;182;78;130;81;264;152;260;247
Resource 2,109;240;186;39;179;215;72;232;9;71;56;31;146;20;106;124;40
Resource 3,55;132;105;248;2;263;117;42;268;6;79;198;19;104;48;108;12
Resource 4,61;43;229;135;62;163;167;145;177;0;65;38;149;103;266;54;151
Resource 5,189;235;125;190;8;77;251;101;13;30;212;144;136;218;24;120;180
Resource 6,242;147;119;161;230;90;196;51;107;92;216;154;88;33;69;60;66
Resource 7,96;82;173;187;165;158;210;169;164;141;246;171;137;102;168;93;26
Resource 8,219;185;3;142;170;234;10;138;28;195;14;41;193;217;29;221;200
Resource 9,188;73;44;97;34;239;86;153;162;95;265;134;256;156;50;228;243
Resource 10,224;226;49;18;113;172;220;258;70;140;155;175;159;15;7;205;46
Resource 11,87;254;214;249;191;110;267;194;199;160;115;181;231;207;253;114;192
Resource 12,59;245;84;100;236;116;36;68;129;4;203;133;197;150;208;74;143
Resource 13,52;91;83;178;64;252;225;176;227;204;98;259;122;237;112;183
Resource 14,118;202;250;111;213;17;223;139;233;184;261;211;23;201;127;94
Resource 15,32;45;57;37;262;174;1;53;47;80;209;67;244;21;11;63
