resource_name,assignment_ids
Resource 0,119;66;126;189;112;109;71;47;162;158;127;145;186;65;111;95
Resource 1,153;120;25;49;154;80;199;2;15;168;22;32;82;167;28;130
Resource 2,78;43;114;19;103;107;192;137;52;113;118;8;1;59;73;191
Resource 3,3;68;46;23;60;34;193;13;20;57;106;179;93;7;175;166
Resource 4,138;164;125;183;173;200;88;9;97;75;169;102;146;185;50;54
Resource 5,74;124;63;122;136;197;99;21;31;187;61;100;18;104;41;144
Resource 6,148;53;27;131;29;123;30;182;196;143;180;37;159;84;110
Resource 7,70;132;0;135;142;6;77;170;72;161;24;14;79;48;165
Resource 8,38;105;51;129;151;140;156;62;56;171;67;157;160;12;26
Resource 9,40;195;35;16;11;115;147;149;55;10;81;176;58;172;45
Resource 10,83;188;139;152;177;184;155;39;163;5;134;44;4;69;87
Resource 11,94;174;89;198;141;194;150;90;85;33;91;116;36;128;98
Resource 12,117;96;101;86;64;181;190;42;133;76;92;17;178;108;121
