predecessor_id,successor_id,type
0,198,0
94,95,1
94,136,1
90,173,1
90,207,3
90,137,0
90,187,1
90,124,1
81,209,0
1,112,1
2,83,1
2,75,1
2,160,1
2,109,1
3,165,0
3,224,1
3,225,1
4,128,1
4,107,1
5,39,1
5,172,1
199,202,1
6,213,1
7,8,1
123,217,0
9,95,3
9,73,1
10,165,3
67,130,1
67,70,1
11,141,3
12,95,1
189,191,1
126,127,1
126,153,3
83,167,1
83,126,1
13,103,1
13,83,1
13,113,1
13,40,1
195,217,1
195,222,0
195,196,1
14,104,1
14,111,1
91,203,3
91,175,1
91,137,3
48,146,1
48,205,1
48,229,3
95,98,0
95,219,1
15,180,1
15,213,1
203,204,1
203,207,3
77,171,1
77,180,1
16,92,1
16,227,1
16,40,1
17,177,1
17,34,1
17,230,1
18,140,1
18,139,1
18,172,1
60,201,3
60,168,1
60,138,1
60,227,1
204,215,1
204,206,3
204,228,1
204,205,1
19,183,3
19,164,1
20,166,1
169,195,1
169,170,1
169,219,3
169,201,1
169,230,1
210,211,1
191,192,1
25,220,0
86,231,1
86,144,1
21,213,1
143,225,1
143,145,0
143,184,1
143,146,1
143,144,1
22,64,1
22,56,1
23,145,1
23,200,1
147,148,1
147,171,1
215,216,1
220,221,0
220,223,1
176,209,1
58,59,1
116,117,1
24,25,3
26,181,0
26,156,1
26,29,1
65,66,1
65,67,1
65,71,1
65,188,1
27,147,1
27,218,1
142,143,1
28,160,0
28,46,1
35,197,0
35,217,1
29,148,1
30,109,1
100,133,1
159,160,1
31,172,1
31,125,1
68,69,3
230,231,1
221,222,1
32,116,1
163,201,3
163,165,1
163,166,1
163,197,1
33,129,1
33,91,3
34,35,3
34,163,1
164,224,3
164,210,1
36,71,1
36,37,1
36,58,3
38,128,1
38,78,3
212,217,1
54,96,1
54,164,3
54,81,1
54,190,1
54,124,1
54,163,1
39,208,1
39,154,0
78,122,0
78,120,1
78,79,1
40,87,1
138,139,1
200,201,1
97,179,1
152,153,3
41,182,1
41,162,1
175,176,1
92,93,1
92,105,3
202,203,1
202,214,3
42,181,3
42,226,1
42,118,3
93,96,1
93,94,1
124,181,1
109,151,1
43,69,1
43,153,0
44,213,1
45,176,1
45,216,1
45,135,1
45,52,1
45,168,1
108,109,1
108,110,1
46,110,1
46,144,3
158,167,3
158,159,1
115,116,0
115,121,1
115,128,0
207,208,1
207,209,1
114,122,1
114,115,1
114,170,1
47,48,1
211,212,1
49,193,1
49,106,0
49,137,1
50,65,1
50,81,1
119,173,1
119,137,1
172,174,1
172,175,0
172,173,1
172,205,3
51,187,3
51,129,1
51,178,1
52,224,1
64,127,3
64,68,1
64,65,1
59,172,3
59,60,1
193,206,1
193,210,1
193,228,1
193,194,1
105,128,1
120,139,1
120,143,1
137,138,1
118,158,0
118,119,1
118,120,1
160,177,1
160,162,1
79,145,3
79,211,1
79,165,1
79,206,1
53,101,1
53,207,3
53,54,0
55,135,0
209,213,1
209,210,1
110,130,1
110,131,0
110,179,1
70,140,1
70,195,1
70,141,1
70,179,3
71,105,1
71,186,3
121,181,1
121,125,1
96,97,1
96,192,3
161,211,3
194,195,1
122,185,1
122,124,1
122,188,0
122,123,1
162,164,3
162,163,3
162,229,0
219,220,1
167,171,1
167,172,1
167,192,1
167,169,1
167,168,1
56,57,1
56,58,0
61,63,3
61,62,1
98,100,3
98,99,1
113,118,1
113,114,1
127,129,0
63,64,3
63,80,0
72,168,1
72,109,1
72,129,1
73,118,1
74,212,0
136,137,1
183,211,1
183,191,1
183,184,1
214,215,1
214,218,3
76,81,1
76,78,0
76,77,3
76,127,3
125,195,3
125,126,0
125,130,1
125,141,1
125,154,3
80,83,3
80,81,1
80,148,0
80,123,0
80,182,1
80,82,1
84,204,1
84,141,1
84,157,1
85,86,3
87,160,1
87,174,1
87,141,1
88,89,1
88,125,1
89,90,1
89,186,1
89,91,1
89,152,1
89,92,1
89,126,1
101,119,1
102,192,1
102,193,3
103,180,1
103,208,3
103,153,1
218,219,1
218,224,1
129,164,0
129,198,3
104,105,3
106,164,3
106,228,1
106,207,1
107,122,1
107,108,1
111,187,1
111,146,3
111,231,1
148,149,1
112,113,0
146,147,1
146,163,1
131,175,3
132,133,1
134,136,1
134,135,1
229,230,1
185,187,0
185,217,1
185,186,1
140,209,1
141,142,3
178,179,1
150,151,1
150,152,1
154,155,1
157,178,3
157,158,1
157,161,1
180,181,1
180,182,0
180,183,1
180,185,1
188,190,3
188,193,1
188,189,1
198,200,1
198,199,3
198,229,1
226,227,1
226,228,1
226,229,3
