resource_name,assignment_ids
Resource 0,16;241;133;28;20;288;175;263;246;354;233;209;322;116;268;348;154;397;29;170;194;330;174;317;329;318
Resource 1,394;372;97;432;117;224;250;74;390;66;338;23;47;425;366;163;77;289;185;426;162;171;304;208;33;278
Resource 2,51;351;152;150;335;88;26;370;264;120;164;119;75;58;257;355;305;244;226;59;307;386;234;109;212;301
Resource 3,308;13;401;287;242;159;365;392;114;290;396;214;146;435;53;55;89;137;325;36;346;361;256;281;206;334
Resource 4,419;371;62;422;407;139;102;192;31;189;198;91;60;299;96;84;153;344;121;387;410;112;260;143;259;70
Resource 5,223;243;247;134;303;420;376;388;107;428;421;64;382;230;385;6;169;85;196;291;111;221;327;42;403;415
Resource 6,195;261;165;80;352;216;115;87;359;400;279;292;276;213;184;404;418;340;105;271;324;286;191;429;416;245
Resource 7,341;270;311;427;228;103;424;326;383;0;167;130;378;298;342;302;225;61;231;285;331;24;48;409;34;123
Resource 8,391;405;408;18;314;140;37;124;129;155;90;177;95;258;254;181;2;393;54;389;10;202;215;333;27;92
Resource 9,50;251;413;157;229;199;68;83;63;240;45;187;19;106;319;211;381;179;337;76;239;210;220;93;113;232
Resource 10,201;172;193;122;118;222;235;166;356;277;17;142;30;11;284;46;266;406;375;1;127;188;395;320;350;173
Resource 11,40;402;262;38;363;65;237;411;236;275;135;12;362;367;358;125;69;328;131;313;252;128;138;248;336;238
Resource 12,132;269;312;357;4;180;136;349;377;345;3;200;168;339;108;141;178;158;343;267;431;100;282;218;94
Resource 13,41;98;197;5;249;373;56;253;21;255;190;423;323;144;306;272;434;67;82;316;148;369;280;147;15
Resource 14,39;295;52;283;368;414;309;360;9;160;110;22;78;436;273;101;86;374;347;433;161;274;412;364;104
Resource 15,294;384;265;430;332;176;151;219;156;49;183;57;25;217;399;204;44;79;14;203;417;310;43;35;99
Resource 16,379;297;145;32;126;353;149;207;315;71;72;73;398;293;186;300;182;81;321;7;380;296;8;205;227
