resource_name,assignment_ids
Resource 0,300;154;106;171;205;167;19;261;48;5;91;37;189;311;157;283;220;131;176;82;308;169;187;226;63;139;79;132;326;221
Resource 1,172;105;201;214;53;236;238;124;224;325;155;140;125;319;194;191;30;287;1;109;209;193;56;41;211;309;148;230;249;285
Resource 2,180;36;170;282;120;162;145;104;210;156;158;291;284;196;150;181;203;127;160;47;192;72;76;43;227;80;293;112;281;12
Resource 3,208;14;303;242;233;87;237;246;66;65;100;93;26;163;74;255;316;215;135;92;31;129;222;59;306;153;290;128;299;75
Resource 4,289;253;113;0;94;9;276;118;55;39;126;134;243;108;2;143;11;13;67;103;71;256;312;137;324;273;274;116;174;241
Resource 5,49;84;257;57;130;266;161;245;225;314;7;323;25;22;51;99;270;101;85;45;185;46;40;190;97;247;212;197;267;34
Resource 6,146;199;183;260;21;206;110;182;88;296;102;277;90;327;286;295;297;38;28;83;223;166;265;231;44;114;42;268;301;96
Resource 7,119;32;10;27;216;294;159;218;16;202;252;310;168;151;141;184;152;8;195;254;3;122;278;18;142;207;264;138;70;6
Resource 8,280;198;305;20;232;228;259;73;304;123;244;24;240;269;86;235;200;62;115;188;77;136;33;89;262;17;81;121;307;219
Resource 9,279;317;313;178;217;35;251;4;204;165;78;239;179;54;275;58;248;321;95;186;315;60;292;61;29;213;107;173;147
Resource 10,50;258;15;98;229;64;288;320;177;68;175;234;52;23;302;272;298;69;149;111;144;271;250;117;263;164;318;133;322
