id,hours,start,duration
0,167,0,16
1,188,0,18
2,791,0,79
3,71,0,7
4,132,0,13
5,64,0,6
6,98,0,9
7,145,0,14
8,186,0,18
9,144,0,14
10,83,0,8
11,312,13,31
12,830,0,83
13,76,0,7
14,133,0,13
15,59,0,5
16,76,5,7
17,50,0,5
18,571,0,57
19,291,0,29
20,82,0,8
21,52,0,5
22,50,0,5
23,52,0,5
24,210,0,21
25,59,0,5
26,60,0,6
27,271,0,27
28,53,0,5
29,58,0,5
30,123,79,12
31,50,0,5
32,170,0,17
33,93,0,9
34,229,0,22
35,105,0,10
36,204,10,20
37,58,0,5
38,68,0,6
39,442,0,44
40,211,0,21
41,618,0,61
42,54,0,5
43,290,0,29
44,50,0,5
45,219,0,21
46,315,0,31
47,65,0,6
48,293,5,29
49,128,0,12
50,59,91,5
51,113,0,11
52,50,13,5
53,52,0,5
54,63,0,6
55,355,61,35
56,355,0,35
57,216,35,21
58,222,56,22
59,96,56,9
60,265,35,26
61,77,0,7
62,75,7,7
63,50,14,5
64,94,14,9
65,200,19,20
66,1490,6,149
67,131,0,13
68,324,0,32
69,227,32,22
70,137,0,13
71,270,30,27
72,561,29,56
73,224,29,22
74,88,0,8
75,62,0,6
76,203,19,20
77,84,0,8
78,149,0,14
79,281,16,28
80,168,44,16
81,61,11,6
82,432,17,43
83,146,60,14
84,194,60,19
85,52,79,5
86,234,84,23
87,51,5,5
88,74,79,7
89,63,12,6
90,57,0,5
91,55,0,5
92,178,0,17
93,86,17,8
94,70,17,7
95,82,17,8
96,204,25,20
97,70,17,7
98,260,25,26
99,103,8,10
100,51,19,5
101,54,24,5
102,62,23,6
103,50,19,5
104,303,29,30
105,224,59,22
106,164,61,16
107,93,77,9
108,560,86,56
109,265,142,26
110,97,10,9
111,99,18,9
112,58,27,5
113,287,0,28
114,50,59,5
115,184,0,18
116,144,18,14
117,73,79,7
118,271,22,27
119,191,49,19
120,83,18,8
121,281,0,28
122,76,28,7
123,50,57,5
124,133,0,13
125,287,5,28
126,165,33,16
127,94,33,9
128,55,42,5
129,258,47,25
130,163,72,16
131,52,42,5
132,96,88,9
133,203,97,20
134,124,27,12
135,55,39,5
136,354,44,35
137,692,35,69
138,346,38,34
139,112,72,11
140,59,72,5
141,50,35,5
142,252,18,25
143,51,60,5
144,83,74,8
145,396,82,39
146,979,65,97
147,102,162,10
148,84,172,8
149,55,157,5
150,185,162,18
151,158,0,15
152,168,0,16
153,852,0,85
154,201,180,20
155,714,0,71
156,859,0,85
157,129,85,12
158,87,0,8
159,66,71,6
160,100,91,10
161,73,0,7
162,88,0,8
163,56,7,5
164,60,23,6
165,225,18,22
166,414,44,41
167,51,80,5
168,110,85,11
169,131,172,13
170,55,42,5
171,265,79,26
172,450,9,45
173,401,96,40
174,134,14,13
175,69,83,6
176,69,89,6
177,117,42,11
178,122,168,12
179,57,60,5
180,69,60,6
181,148,44,14
182,54,7,5
183,59,17,5
184,63,22,6
185,59,79,5
186,77,185,7
187,53,192,5
188,744,197,74
189,228,91,22
190,56,162,5
191,62,167,6
192,105,167,10
193,59,167,5
194,160,156,16
195,75,172,7
196,50,167,5
197,75,177,7
198,100,167,10
199,50,83,5
200,59,83,5
201,59,88,5
202,75,93,7
203,106,88,10
204,165,98,16
205,159,114,15
206,57,129,5
207,63,192,6
208,98,189,9
209,73,191,7
210,301,191,30
211,140,88,14
212,301,102,30
213,50,132,5
214,62,79,6
215,120,172,12
216,370,68,37
217,115,105,11
218,514,54,51
219,55,198,5
220,106,203,10
221,396,105,39
222,120,144,12
223,123,156,12
224,138,144,13
225,222,122,22
226,164,184,16
227,211,200,21
228,62,99,6
229,221,105,22
230,55,105,5
231,1248,198,124
232,57,322,5
233,72,99,7
234,54,106,5
235,287,111,28
236,64,106,6
237,51,112,5
238,77,136,7
239,898,29,89
240,167,118,16
241,55,118,5
242,108,200,10
243,538,118,53
244,612,118,61
245,123,171,12
246,74,183,7
247,51,192,5
248,681,197,68
249,184,167,18
250,637,185,63
251,310,248,31
252,283,251,28
253,749,279,74
254,164,251,16
255,205,200,20
256,74,279,7
257,71,286,7
258,51,279,5
259,62,284,6
260,324,284,32
261,52,32,5
262,268,172,26
263,137,198,13
264,332,198,33
265,52,231,5
266,106,172,10
267,101,182,10
268,135,231,13
269,423,231,42
270,300,236,30
271,55,172,5
272,53,172,5
273,85,177,8
274,247,185,24
275,66,221,6
276,95,227,9
277,50,177,5
278,95,177,9
279,532,177,53
280,255,230,25
281,78,209,7
282,296,230,29
283,58,259,5
284,122,264,12
285,50,264,5
286,59,269,5
287,51,182,5
288,1512,259,151
289,646,259,64
290,332,323,33
291,288,356,28
292,133,310,13
293,50,310,5
294,90,315,9
295,76,323,7
296,410,330,41
297,57,371,5
298,51,376,5
299,62,371,6
300,55,377,5
301,136,397,13
302,84,410,8
303,79,418,7
304,272,418,27
305,59,172,5
306,158,102,15
307,51,117,5
308,62,117,6
309,133,123,13
310,50,198,5
311,138,198,13
312,54,198,5
313,155,156,15
314,134,171,13
315,406,353,40
316,179,156,17
317,581,171,58
318,402,229,40
319,262,171,26
320,424,279,42
321,52,279,5
322,109,321,10
323,67,321,6
324,1012,321,101
325,66,321,6
326,207,171,20
327,75,327,7
