predecessor_id,successor_id,type
83,130,0
83,90,0
83,99,1
0,217,1
0,227,1
0,36,3
1,191,1
123,176,3
2,137,1
2,189,1
3,158,1
4,179,1
4,5,1
245,246,1
57,157,3
226,227,1
226,228,1
6,222,1
6,14,1
7,136,1
7,204,1
91,205,1
8,86,1
9,166,1
9,170,3
65,66,1
143,254,1
143,144,1
150,237,1
253,254,1
31,123,1
218,222,1
218,219,1
10,65,1
185,186,1
11,51,1
56,58,1
56,57,1
254,258,1
254,255,1
144,151,3
12,65,1
46,94,1
46,134,1
46,223,1
13,16,1
14,51,1
14,106,0
179,180,1
179,185,1
15,253,1
187,190,1
187,188,1
29,218,1
16,114,1
17,262,1
18,66,3
18,251,1
18,106,1
58,60,0
231,233,3
19,63,1
19,148,1
19,237,1
19,262,1
19,119,3
20,162,3
21,167,1
21,84,1
232,235,1
232,248,1
22,258,1
23,53,1
24,86,3
92,239,1
25,230,1
55,56,1
55,59,1
55,141,3
55,85,3
79,82,0
122,123,1
69,221,1
69,230,3
69,70,3
26,108,3
27,80,1
27,32,1
27,104,1
162,163,1
28,29,1
30,31,1
30,107,1
250,251,1
86,260,0
173,262,1
32,210,3
132,186,3
33,255,1
246,247,3
234,236,1
234,241,1
256,257,0
242,244,1
242,243,1
34,130,1
35,63,1
36,234,3
36,37,1
36,183,1
38,168,1
39,188,1
40,129,1
40,133,0
40,46,3
85,86,1
85,259,3
41,258,1
219,220,1
219,224,1
219,221,1
101,102,1
42,191,1
76,106,3
96,238,1
249,250,1
43,194,1
72,189,1
44,215,1
45,46,1
47,79,1
48,49,0
130,243,1
49,237,3
186,192,1
186,187,3
50,91,3
52,112,1
184,193,1
184,185,1
160,202,3
60,91,1
127,128,1
53,173,0
53,92,3
54,55,1
54,171,1
61,62,1
62,93,1
62,81,1
63,193,1
63,94,1
257,261,1
165,242,1
165,197,3
64,65,1
64,76,1
67,83,0
68,69,3
139,140,1
139,186,3
71,72,3
73,211,1
74,146,1
75,181,0
75,76,1
77,253,3
78,79,1
80,127,0
81,135,1
81,250,1
113,191,3
82,83,1
82,238,1
84,85,1
87,119,1
88,149,1
237,239,3
237,238,1
89,206,1
90,91,1
90,212,1
90,92,3
94,221,1
95,96,1
197,198,1
97,98,1
99,161,1
99,197,1
99,156,3
100,101,1
103,104,3
105,190,1
108,109,1
205,206,1
205,207,1
110,256,1
111,180,1
112,113,1
233,234,1
217,218,3
217,223,1
115,217,1
116,117,1
118,258,0
228,230,1
228,229,1
119,120,1
121,122,1
244,245,1
236,237,1
236,240,1
124,201,1
125,140,3
125,264,1
125,255,3
126,127,3
129,130,0
129,255,1
190,261,1
190,191,1
131,132,1
133,186,1
133,147,3
134,234,1
191,224,1
255,256,1
247,252,0
137,181,1
138,139,1
175,262,1
141,184,1
142,143,1
145,162,1
258,259,3
258,260,1
146,147,1
240,262,1
149,150,1
149,151,1
152,242,1
152,175,1
152,153,1
154,206,1
155,157,1
155,156,1
210,211,1
158,224,1
230,232,1
230,231,0
159,160,1
161,162,1
164,165,3
164,207,1
166,167,1
241,242,1
169,170,1
172,173,3
174,175,1
176,177,1
178,179,3
248,249,1
182,189,1
182,183,1
182,228,1
182,184,1
252,253,1
204,205,1
194,196,0
194,197,1
194,195,1
199,200,1
201,202,1
203,204,1
208,251,1
209,210,1
212,229,1
213,244,1
214,215,1
216,217,1
225,226,1
263,264,3
