resource_name,assignment_ids
Resource 0,61;384;224;240;210;226;71;345;282;91;337;367;30;233;113;375;97;258;205;227;63;104;253
Resource 1,368;349;133;153;12;167;33;195;234;187;212;300;7;266;238;284;9;36;157;364;247;19;6
Resource 2,363;342;40;80;250;55;166;361;115;154;174;274;396;99;32;14;170;132;256;385;308;4;192
Resource 3,245;8;110;219;232;178;144;261;172;348;288;259;355;310;127;176;354;392;388;122;215;220;371
Resource 4,5;206;118;139;318;352;114;102;81;186;152;48;65;188;27;2;59;100;325;72;254;165;136
Resource 5,305;54;88;179;357;121;376;291;119;329;173;237;58;249;184;85;67;51;197;29;60;241;94
Resource 6,316;128;280;164;0;86;307;15;378;191;161;24;278;277;320;34;98;76;11;146;3;43;294
Resource 7,339;228;298;134;147;343;243;181;301;56;373;365;222;143;377;351;263;22;322;287;183;70;46
Resource 8,328;296;77;200;359;209;273;246;151;74;75;262;101;331;369;313;155;159;50;149;231;386
Resource 9,211;171;20;341;189;271;137;314;39;45;169;190;163;327;309;182;199;78;92;204;353;290
Resource 10,116;175;129;395;177;303;26;217;216;68;38;148;317;323;272;293;214;334;350;138;379;387
Resource 11,239;162;397;21;66;403;117;230;109;393;299;107;362;315;229;269;13;95;400;90;244;401
Resource 12,125;248;225;49;112;64;380;142;264;198;326;321;276;53;383;312;399;297;42;370;346;394
Resource 13,340;141;390;31;283;332;120;203;41;218;156;306;108;292;96;168;194;255;84;236;279;124
Resource 14,267;251;330;252;207;202;285;140;52;221;295;62;289;103;286;10;123;93;16;336;402;344
Resource 15,366;130;324;268;17;126;382;381;347;47;82;201;333;180;213;270;260;1;281;44;356;23
Resource 16,358;25;158;208;57;242;111;89;338;131;372;150;374;73;79;145;275;265;360;37;160;304
Resource 17,185;87;391;105;302;135;311;69;28;35;106;398;335;389;83;196;319;193;257;223;235;18
