resource_name,assignment_ids
Resource 0,175;95;26;61;457;324;369;117;169;281;380;86;447;287;230;431;219;113;298;0;373;245;387;3;451;442;362;15;109
Resource 1,79;390;239;124;444;16;203;77;411;301;329;190;207;286;98;187;148;87;434;235;59;261;110;270;283;84;331;254;52
Resource 2,384;197;304;385;386;252;420;315;416;389;167;294;9;258;370;327;244;237;458;18;249;111;330;216;179;17;195;171;250
Resource 3,172;143;71;180;29;51;2;326;349;271;293;400;353;166;97;414;88;415;19;316;128;214;313;205;259;145;60;379;445
Resource 4,193;297;265;345;101;236;146;341;11;13;333;155;253;423;383;36;424;443;459;446;118;267;262;227;104;132;44;407;45
Resource 5,285;397;24;440;461;332;421;233;119;38;74;246;243;422;260;231;453;173;192;108;402;80;348;56;55;429;409;33;338
Resource 6,152;417;188;137;439;378;312;184;364;106;229;139;228;212;121;344;43;317;388;403;12;334;211;165;42;176;323;413;375
Resource 7,355;410;32;209;47;66;264;343;428;448;419;377;357;163;284;432;102;69;340;255;391;342;347;418;1;40;356;23;25
Resource 8,72;35;162;438;394;277;170;450;57;335;279;10;149;168;189;367;280;122;151;65;392;275;320;350;158;310;204;441;366
Resource 9,83;133;274;186;161;156;115;159;147;352;20;273;449;81;14;406;50;49;263;358;160;27;46;70;76;371;210;363;372
Resource 10,73;194;256;141;266;8;140;288;296;5;67;314;107;154;325;114;308;291;123;393;225;318;199;135;48;456;85;78;144
Resource 11,257;282;150;322;292;41;220;272;454;395;63;359;62;201;129;221;368;131;142;360;408;404;268;222;112;217;319;125;136
Resource 12,202;299;303;336;206;311;405;241;436;130;53;240;105;126;306;92;289;54;30;120;427;337;191;339;300;226;82;185;134
Resource 13,321;251;365;183;223;412;460;328;269;138;6;425;182;354;28;34;213;302;401;433;164;103;295;215;200;37;305;278;435
Resource 14,248;174;22;21;242;452;361;381;234;382;351;399;290;153;218;247;398;96;177;374;93;426;196;58;91;224;178;309
Resource 15,68;89;437;181;396;157;64;90;100;346;99;31;116;39;276;127;75;198;430;455;376;94;4;7;307;208;238;232
