resource_name,assignment_ids
Resource 0,68;93;34;51;36;33;62;6;126;96;45
Resource 1,55;110;115;90;0;27;108;76;4;119;19
Resource 2,40;75;63;43;9;85;107;12;21;52;86
Resource 3,78;58;50;2;82;20;99;39;124;83;64
Resource 4,125;67;25;95;88;48;57;80;60;38;101
Resource 5,8;103;24;17;35;49;23;37;11;65;42
Resource 6,10;81;16;18;66;13;114;41;117;89;94
Resource 7,98;26;123;1;31;53;109;121;111;97;47
Resource 8,120;73;59;77;102;7;122;22;61;69
Resource 9,70;104;79;14;84;46;91;32;113;87
Resource 10,54;44;92;106;30;28;116;72;112;100
Resource 11,105;5;3;127;56;29;118;74;71;15
