resource_name,assignment_ids
Resource 0,166;153;40;73;182;10;106;18;191;115;109;3;29;63
Resource 1,76;54;28;137;167;143;25;9;122;149;92;88;127;53
Resource 2,128;192;21;178;2;97;144;136;4;171;52;38;218;94
Resource 3,165;57;31;80;145;46;30;20;91;12;176;209;195;89
Resource 4,60;33;11;71;189;199;90;160;0;205;210;208;101;157
Resource 5,187;200;39;35;112;95;172;83;32;198;216;168;146;215
Resource 6,196;72;36;194;158;14;130;125;180;134;123;107;113;155
Resource 7,164;84;126;133;86;13;159;56;142;105;69;23;8;206
Resource 8,219;162;150;45;212;49;117;181;44;17;81;151;185;108
Resource 9,186;211;16;118;19;15;177;170;124;62;173;116;119;147
Resource 10,96;55;59;139;110;214;50;183;217;27;193;7;6;103
Resource 11,51;179;87;61;120;58;65;42;26;175;135;111;132;78
Resource 12,141;93;121;152;188;156;174;48;85;131;148;75;129
Resource 13,190;41;68;66;201;102;74;34;70;1;99;163;47
Resource 14,140;79;154;67;202;213;169;43;161;197;100;22;184
Resource 15,64;77;104;5;207;114;204;98;82;24;37;203;138
