id,hours,start,duration
0,434,0,43
1,272,0,27
2,154,0,15
3,75,0,7
4,50,0,5
5,55,0,5
6,101,0,10
7,56,0,5
8,104,27,10
9,203,0,20
10,191,0,19
11,537,0,53
12,240,0,24
13,396,0,39
14,54,0,5
15,92,0,9
16,50,0,5
17,281,5,28
18,114,5,11
19,105,53,10
20,50,0,5
21,88,0,8
22,62,8,6
23,50,8,5
24,484,8,48
25,50,51,5
26,117,0,11
27,421,11,42
28,135,40,13
29,161,53,16
30,142,53,14
31,50,40,5
32,50,45,5
33,267,19,26
34,1067,53,106
35,58,0,5
36,67,0,6
37,578,33,57
38,105,14,10
39,527,53,52
40,50,154,5
41,120,55,12
42,189,8,18
43,95,8,9
44,52,26,5
45,759,5,75
46,300,90,30
47,50,80,5
48,108,80,10
49,64,80,6
50,105,86,10
51,78,80,7
52,58,87,5
53,204,72,20
54,69,86,6
55,92,105,9
56,62,92,6
57,97,98,9
58,88,98,8
59,70,98,7
60,58,105,5
61,209,98,20
62,101,98,10
63,308,118,30
64,73,108,7
65,82,115,8
66,261,98,26
67,222,124,22
68,124,112,12
69,82,124,8
70,196,105,19
71,53,98,5
72,190,98,19
73,65,103,6
74,513,103,51
75,50,154,5
76,509,154,50
77,245,124,24
78,54,148,5
79,114,154,11
80,170,204,17
81,63,124,6
82,149,130,14
83,317,144,31
84,260,148,26
85,50,174,5
86,64,174,6
87,609,180,60
88,352,180,35
89,338,179,33
90,309,212,30
91,55,215,5
92,932,220,93
93,699,130,69
