resource_name,assignment_ids
Resource 0,136;244;46;220;198;188;179;17;23;115;29;151;27;38;218;93;158;10;135
Resource 1,133;101;156;41;25;143;139;149;79;37;33;90;132;204;31;238;225;49;162
Resource 2,166;167;213;221;178;148;60;59;9;236;193;11;84;96;155;195;228;231;161
Resource 3,224;54;99;52;7;82;131;92;137;43;207;211;197;48;50;70;107;8;65
Resource 4,110;36;230;129;191;106;64;154;13;5;0;144;145;108;182;165;146;88;208
Resource 5,202;176;78;6;22;127;153;62;19;16;201;185;81;140;4;61;39;102;109
Resource 6,66;216;157;138;184;199;232;117;122;243;83;26;134;192;125;186;203;47;97
Resource 7,226;86;121;34;194;89;75;119;173;177;196;69;235;210;72;3;233;242;159
Resource 8,141;239;175;205;57;200;18;71;77;234;130;1;142;55;100;35;214;241;183
Resource 9,187;171;28;56;123;181;160;169;172;222;170;44;73;111;237;223;104;103;114
Resource 10,113;116;91;87;58;76;150;209;124;80;32;126;120;67;180;14;21;105;2
Resource 11,24;206;85;12;20;128;163;63;227;45;94;98;164;189;15;229;40;190
Resource 12,51;152;168;147;212;42;112;74;95;219;174;215;53;240;118;68;30;217
