resource_name,assignment_ids
Resource 0,209;4;231;105;230;86;19;218;31;139;44;122;217
Resource 1,90;62;48;203;158;108;228;219;125;168;13;9;212
Resource 2,171;152;185;53;179;165;11;184;115;20;181;164;210
Resource 3,59;145;148;50;183;135;186;129;161;120;150;226;70
Resource 4,56;224;131;65;23;79;47;223;52;163;227;195;43
Resource 5,18;24;89;92;114;113;193;225;45;3;67;188;73
Resource 6,1;84;173;61;14;40;202;2;87;99;21;175;133
Resource 7,141;109;199;57;100;22;0;34;126;187;63;104;178
Resource 8,55;222;132;71;220;123;88;167;78;102;232;147;80
Resource 9,153;77;95;94;191;207;140;128;182;155;194;205;30
Resource 10,6;38;49;117;118;42;211;5;180;146;137;25;28
Resource 11,97;215;142;32;174;229;216;82;85;136;75;124;172
Resource 12,16;107;106;91;201;17;214;221;37;66;177;121;26
Resource 13,39;74;36;127;12;190;134;93;7;64;192;98;149
Resource 14,68;51;112;204;200;72;157;206;41;81;15;33;27
Resource 15,83;110;151;166;154;103;8;138;176;162;10;35;130
Resource 16,196;58;169;197;29;160;96;116;208;54;76;101;119
Resource 17,144;159;189;213;69;198;156;46;170;60;111;143
