resource_name,assignment_ids
Resource 0,228;256;13;281;260;171;212;251;211;121;46;267;215;290;107;222;199;205;83;76;230;252;253;140;247;117;137;262;146;44;56;299
Resource 1,314;89;139;52;183;261;160;170;242;148;223;245;295;2;63;122;45;286;310;312;197;34;95;289;60;274;288;112;305;293;84;192
Resource 2,271;111;147;106;79;128;87;190;277;204;292;80;219;206;208;279;161;127;168;115;116;100;184;198;227;85;235;132;69;234;176;194
Resource 3,296;88;126;36;218;309;264;19;41;229;304;187;3;272;21;203;303;174;214;82;302;236;50;32;220;24;17;239;71;185;54;104
Resource 4,15;154;285;130;276;169;284;135;18;57;283;86;55;35;12;243;99;5;27;143;16;248;250;278;258;47;123;158;270;103;153;125
Resource 5,186;114;210;25;179;20;266;73;1;110;287;300;249;70;28;136;11;241;10;92;298;313;145;175;48;61;72;255;178;37;101;196
Resource 6,216;246;232;134;177;301;65;144;59;7;66;202;51;180;306;226;156;207;0;315;233;297;138;39;22;240;119;74;94;31;155;91
Resource 7,307;118;68;164;98;259;77;129;97;201;213;311;163;189;166;280;105;58;200;254;53;43;131;113;282;151;38;141;14;182;23;238
Resource 8,49;188;269;172;9;96;265;193;209;42;316;268;217;29;149;173;191;291;142;33;62;8;109;40;263;275;224;225;6;102;78
Resource 9,152;26;273;317;150;124;93;181;120;67;195;75;221;165;167;157;244;231;237;90;4;257;159;308;81;108;133;162;30;294;64
